,iqr_weeks,weighted_mean_weeks,first_harvest,end_harvest,uncertainty
2175,3,15.887890457851947,10,19,0.34602668437703804
2176,2,11.869402985074627,10,12,1.3075949719105022
2177,2,14.844298245614034,10,17,0.47720148860603484
2178,4,17.91360894349438,12,22,0.3245888047963742
2179,1,17.519603267211203,14,19,0.5932743147736073
2180,2,19.0609756097561,14,21,0.5963193112724269
2181,2,20.170091324200914,12,25,0.837645048404597
2182,2,14.06454674893213,10,17,0.5587482346676738
2183,2,15.04040404040404,11,17,0.6002049978241083
2184,1,14.469670710571924,10,17,0.6379998644785361
2185,2,14.67150395778364,10,17,0.5542188927935566
2186,2,14.73297166968053,10,17,0.5386185415144594
2187,2,13.24462200368777,9,17,0.7518766516773288
2188,3,15.64516129032258,11,17,0.5069262538322322
2189,2,14.586852416195036,10,17,0.5427267679587038
2190,1,14.535528596187175,10,17,0.5643264575110705
2191,2,14.28040278853602,9,17,0.6111483717674888
2192,3,16.106870229007633,13,17,0.6238389915018405
2193,3,15.387755102040817,13,16,0.7879806640171004
2194,2,17.170563961485556,14,21,0.4368231982595948
2195,4,16.10612244897959,13,20,0.614985707950468
2196,3,16.942857142857143,14,18,0.6604420230710191
2197,2,15.193548387096774,11,17,0.5565587882847768
2198,1,14.5,11,15,0.9021472704292903
2199,1,15.567567567567568,11,17,0.597043250658679
2200,2,15.148514851485148,11,17,0.4767828767496856
2201,1,14.513043478260869,13,14,1.0774828551704891
2202,0,15.0,14,14,1.2472605025772676
2203,2,13.204620462046204,9,15,0.830998237970478
2204,3,15.1,13,16,0.838940550502848
2205,4,15.604166666666666,11,17,0.5533820515572707
2206,4,14.666666666666666,11,16,0.7224204404633917
2207,4,17.0,13,18,0.6285326884053013
2208,1,15.123595505617978,13,20,0.6487491814497733
2209,1,14.569230769230769,11,16,0.7599470467352415
2210,3,16.0,12,17,0.7249862682917194
2211,5,17.335329341317365,11,19,0.424146868274245
2212,4,16.11864406779661,11,17,0.4991344732395071
2213,1,13.461538461538462,11,14,1.0245044472000697
2214,6,16.8625,13,19,0.6481145687755132
2215,0,20.555555555555557,17,20,1.2277589361860206
2216,1,14.987577639751553,11,17,0.6525712476149512
2217,2,15.188963210702342,10,17,0.5147724437286498
2218,4,15.154525386313466,10,17,0.5733686049391777
2220,5,18.600261551874453,13,25,1.1511639023672855
2221,3,18.32,11,24,0.7556501304986665
2222,6,19.58433734939759,11,25,0.9506592544238475
2223,5,20.932773109243698,11,25,1.0121591476619833
2224,7,18.79833597464342,11,25,1.319406212629008
2225,3,15.403846153846153,11,16,0.5492764993778917
2226,4,15.432432432432432,10,18,0.4105131966185449
2229,2,17.666666666666668,13,19,0.5006195483547035
2230,3,16.133333333333333,11,19,0.4336300584510575
2231,4,18.47953216374269,11,22,0.5147256391984945
2232,3,19.16976127320955,11,25,0.8216209089855093
2233,3,17.43103448275862,13,22,0.4486876310734532
2234,2,19.460176991150444,17,22,0.9695653118407622
2235,6,18.189855746859003,12,25,1.2051189901681048
2236,5,17.459911894273127,10,23,1.0474159978475288
2237,5,17.96894409937888,11,27,1.2929810176254122
2238,2,14.669369369369369,10,21,0.515221541279865
2239,1,16.035502958579883,13,21,0.4570362408073246
2240,0,13.0,12,12,1.4205311146101107
2241,2,15.333333333333334,12,18,0.4868891736084025
2242,2,15.256637168141593,12,18,0.4843115162186016
2243,1,14.7,12,18,0.5961557946085525
2244,2,14.098920863309353,12,17,0.8160940651182781
2245,1,11.664179104477611,10,11,1.4648534544964886
2246,2,15.192982456140351,12,18,0.4876136695588497
2247,0,16.0,15,15,1.2294044610668362
2248,6,20.257861635220127,11,23,0.9804552063600822
2249,5,19.537815126050422,11,23,0.805146267173677
2250,5,18.983739837398375,11,22,0.628166586131075
2251,5,18.45390070921986,11,22,0.6250264975794202
2252,5,17.69705882352941,11,24,0.7450685719350898
2253,7,19.3953488372093,11,24,1.0616524958364726
2254,4,18.869281045751634,13,24,0.6952991659537876
2255,5,16.2972972972973,11,21,0.510646578630393
2256,5,16.943103448275863,11,21,0.49496358368678967
2257,5,17.136274509803922,11,23,0.6180637794227656
2258,3,16.122448979591837,14,17,0.7838711756185692
2259,8,18.0,11,22,0.8071335974392155
2260,5,16.717328727691424,11,21,0.5689463657988242
2261,0,19.0,18,18,1.3700707652923914
2262,1,15.052721088435375,13,17,0.8129345356871497
2263,0,13.0,12,12,1.4121308812033897
2264,5,17.74503311258278,14,24,0.8007264674837822
2265,3,16.765417170495766,12,22,0.40136829476797287
2266,3,16.747826086956522,11,23,0.38080293801684484
2267,7,17.14574898785425,11,23,0.8407580557381659
2268,6,18.207776427703525,10,24,0.9806369809585701
2269,1,13.092105263157896,11,13,1.158426198540907
2270,8,16.722334004024145,8,21,1.0400299985478023
2272,8,15.7873417721519,8,24,1.3486895489257804
2273,9,18.705882352941178,12,23,1.0190042042614154
2274,6,18.7,12,23,0.680633500777428
2275,6,15.893805309734514,10,21,0.6269544268635209
2276,5,15.694666666666667,10,24,1.1585465717004106
2277,5,15.838794233289645,10,20,0.5052589602534232
2278,3,14.94088669950739,9,20,0.5459678015184295
2279,1,13.260504201680673,10,17,0.8096404098755512
2280,6,17.130434782608695,11,19,0.562544891735542
2281,4,17.24390243902439,12,19,0.35846872251417206
2282,5,16.609561752988046,12,20,0.3566383891690325
2283,4,15.649484536082474,12,19,0.4174366353621808
2284,6,15.617647058823529,10,19,0.5604057390532281
2285,4,14.208955223880597,10,20,0.4761670877596156
2286,4,16.79427549194991,11,21,0.26253883776530573
2287,3,15.719696969696969,10,18,0.41686527445160126
2288,1,16.083333333333332,13,18,0.6858818672580215
2289,5,18.329787234042552,10,22,0.6077719977075278
2290,7,17.388275862068966,11,21,0.7246478747952702
2291,5,15.840236686390533,10,22,0.8308670121505376
2292,0,15.0,14,14,1.249344322425855
2293,0,21.953488372093023,12,23,1.1590344859200088
2294,8,18.818759936406995,10,27,1.3556442669406459
2295,3,14.184466019417476,9,25,0.8917805847366579
2296,6,20.10739299610895,10,23,0.8258825376466313
2299,3,15.471291866028707,10,22,0.5327556456817413
2300,2,22.64329268292683,16,25,1.1393505703143465
2301,4,18.505494505494507,14,21,0.6051192737734062
2302,0,14.0,13,13,1.3000640559185426
2304,9,19.18918918918919,12,23,1.0363249602802977
2305,2,14.333333333333334,12,16,0.7477709405715164
2306,4,14.867352185089974,8,22,0.9154954192574419
2307,2,13.303030303030303,10,15,0.8315420766583086
2308,2,14.1796875,11,16,0.6650200997479205
2309,1,12.907407407407407,10,15,0.955049701967259
2310,2,13.857142857142858,10,16,0.678483058893795
2311,2,14.328947368421053,12,16,0.7258237951617239
2313,2,19.178753830439224,10,22,0.8914410651137036
2314,4,16.776515151515152,12,21,0.29470181117045263
2315,6,17.95654026416702,11,22,0.9607194380320795
2316,0,19.97345132743363,12,20,0.7234142622452384
2317,4,16.58823529411765,13,18,0.5181122257511741
2318,5,19.614583333333332,11,22,0.6839441586525319
2319,2,19.306122448979593,12,20,0.531542048053411
2320,0,21.56923076923077,17,21,1.241573059083558
2321,2,14.668831168831169,11,17,0.5354445625789153
2322,5,15.97295238095238,10,25,1.1626736728062765
2323,9,16.02714932126697,11,21,0.9323126834910286
2324,4,16.190751445086704,11,19,0.3040120997878808
2325,4,16.880870561282933,11,20,0.500890954283001
2326,5,17.310405643738978,11,22,0.6342055052671006
2327,4,20.46188340807175,14,22,0.677095760426022
2328,3,18.51590106007067,13,20,0.3890650177096376
2329,3,18.798319327731093,14,20,0.5849704874017162
2330,5,18.056188925081432,12,25,0.7317768367326218
2331,3,14.429116684841876,11,19,0.568484856401666
2332,5,16.56382978723404,13,18,0.644810792749914
2333,4,16.741626794258373,12,18,0.4578118166286137
2334,3,18.720647773279353,14,21,0.511819014375044
2335,2,14.052631578947368,12,14,1.0709463982242327
2336,5,15.73972602739726,12,18,0.5718373117542472
2337,0,16.75,15,21,0.911561428132599
2339,9,18.26957831325301,10,25,1.155100124693534
2340,6,16.307984790874524,10,20,0.5756646566762894
2341,8,18.22450376454483,12,23,0.9038921110595639
2342,3,17.99122807017544,10,21,0.7491705605155208
2343,1,18.26559604694256,10,21,0.6700810457480557
2344,2,18.53846153846154,15,19,0.7844262877829689
2345,1,17.440677966101696,13,17,0.7454527988642009
2346,3,16.64864864864865,13,17,0.6131964576177924
2347,1,17.391304347826086,13,17,0.7514744004916772
2348,3,16.666666666666668,14,17,0.8050643510376697
2349,3,14.413461538461538,11,17,0.5426183617035392
2350,4,15.470238095238095,10,17,0.5179372489705474
2351,1,16.79391891891892,11,17,0.5495169579823908
2352,2,13.384615384615385,10,16,0.6983897020444332
2353,5,15.530892448512585,9,17,0.6266168980100845
2354,4,15.363053924185799,9,21,0.7626781322113609
2356,1,17.232323232323232,12,17,0.6176948261278163
2357,3,16.552706552706553,11,19,0.16269919897784757
2358,2,16.691176470588236,12,17,0.5370108185032216
2359,1,18.016949152542374,12,20,0.44660675128417016
2360,0,17.606060606060606,11,17,0.697371985002827
2361,0,17.848101265822784,13,18,0.6714185643740743
2362,2,16.548192771084338,10,17,0.44521278068197223
2363,0,17.0,16,16,1.2352930549890788
2364,2,17.12696493349456,11,23,0.5476556834636126
2365,4,17.264947888096543,11,23,0.6835724576297552
2366,1,15.75,14,15,1.053827631793431
2367,0,15.833333333333334,14,15,1.1071587628355632
2368,0,16.0,15,15,1.229444848303097
2369,1,15.617647058823529,14,15,1.0574768184720127
2370,1,16.746575342465754,14,18,0.7377883323863723
2371,0,17.0,16,16,1.218345522228524
2372,1,16.330788804071247,14,16,0.8796640086210051
2373,2,17.774193548387096,15,19,0.6983750199933407
2374,1,17.8503937007874,16,19,0.9042521414403917
2375,6,15.322411533420707,8,23,1.2363589763814575
2376,5,16.251673360107095,9,22,0.8376033712838677
2377,7,15.79553264604811,8,23,1.2369199215596676
2378,2,11.818181818181818,9,12,1.358507666309697
2379,5,17.29192546583851,9,22,0.7769322622652319
2380,6,16.668539325842698,9,22,0.8414067296937124
2381,4,16.052044609665426,9,21,0.6109260183197432
2382,3,15.021084337349398,9,22,0.7427390544602329
2383,4,16.226,9,21,0.5870776003475201
2385,4,14.55791962174941,8,21,0.8347886378097847
2386,6,16.064545454545456,8,23,1.3125021815837281
2387,4,14.190517998244074,9,20,0.5965268698186826
2388,8,13.723709369024856,6,22,1.3037977122925903
2389,2,10.664082687338501,8,17,1.1717207489070127
2391,1,15.547723935389133,10,22,0.762868299605009
2392,2,13.91044776119403,10,15,0.778344157037734
2393,2,20.277070063694268,15,25,0.8677540028593372
2394,1,16.182089552238807,11,17,0.6771004159538028
2395,4,16.526315789473685,13,18,0.6237801260583556
2396,0,13.0,12,12,1.4022061107997306
2397,3,15.775193798449612,11,22,0.3678259917098101
2398,4,16.276119402985074,11,22,0.40100803820884284
2399,3,15.401709401709402,11,22,0.41729834362009266
2401,5,17.264473136193253,9,23,1.16706856787612
2402,3,15.611920529801324,9,21,0.6689076420135651
2403,3,16.648058252427184,10,21,0.5318299714639811
2404,2,14.503852080123266,9,21,0.7404364380770584
2405,3,13.547169811320755,10,16,0.9477230453532931
2406,4,16.233050847457626,9,23,0.9409240578911792
2407,5,16.590078328981722,9,23,0.9848473461958188
2408,5,16.64483065953654,8,23,1.2656434757302915
2409,3,14.890553745928338,8,20,0.8108881728136901
2410,5,14.754780652418448,9,20,0.6691377630488158
2412,4,15.038517091959557,8,20,0.9236445909143066
2413,0,17.0,16,16,1.2342508385610058
2414,5,16.864027538726333,11,21,0.4807671469789447
2415,3,18.73846153846154,12,20,0.39675908014910943
2416,5,18.066666666666666,11,20,0.46460477426436203
2417,4,16.638418079096045,9,20,0.5007045781076083
2418,7,16.071428571428573,9,20,0.770108763056164
2419,5,18.58139534883721,12,20,0.4729310858595723
2420,7,15.64864864864865,9,20,0.7901072048322518
2421,3,14.793357933579335,9,20,0.5639810767461217
2422,5,16.13063063063063,9,20,0.570432960087646
2423,5,15.30408163265306,8,22,0.8114582760882283
2424,0,18.0,7,18,1.26378296170534
2425,4,16.298969072164947,12,20,0.42209200949076914
2426,3,14.628,10,20,0.4300523539338139
2427,3,13.816666666666666,10,17,0.6271506500726965
2428,2,13.547770700636942,10,17,0.6294650621926701
2430,2,13.21551724137931,11,13,1.1823386182643654
2431,6,19.750838926174495,11,24,0.9945746874475686
2432,6,19.502113668388915,11,23,0.8403373562504812
2433,7,19.397959183673468,10,24,1.0516866107935647
2434,3,18.614583333333332,11,24,0.7241128602520809
2435,4,23.114285714285714,15,24,1.0974470940536543
2436,4,22.493150684931507,11,24,0.9557723455419088
2437,1,20.4,11,21,0.7804163053884546
2438,3,18.934426229508198,10,21,0.5116260102012603
2439,6,17.045454545454547,10,21,0.6226637635764075
2440,9,19.747289407839865,10,27,1.326103337022264
2441,5,22.066341463414634,14,29,1.34358277796379
2443,3,21.388646288209607,14,24,0.9235703202416757
2444,6,19.16,12,26,0.935142489138928
2445,1,22.52777777777778,12,24,1.081124468682616
2446,5,21.54255319148936,12,24,0.9251287367827689
2447,6,20.073170731707318,12,26,0.9251138865137768
2448,3,20.221238938053098,12,24,0.7532472760595369
2449,3,20.39252336448598,12,26,0.8366156872776233
2450,0,15.0,14,14,1.2549787769307024
2451,0,15.0,14,14,1.2376122920167996
2452,0,15.897435897435898,14,15,1.0874232497642784
2453,0,15.0,14,14,1.2389886515291877
2454,0,15.0,14,14,1.255258133004501
2455,5,16.43236074270557,10,21,0.5581563501801129
2456,4,19.19298245614035,12,21,0.5074257180316619
2457,6,18.641304347826086,12,21,0.6206354593947413
2458,5,17.333333333333332,10,21,0.5419746980134995
2459,4,16.571428571428573,10,19,0.4425057848565631
2460,4,17.0,12,21,0.3662154391478078
2461,3,16.331360946745562,12,18,0.4317105879897818
2462,4,15.8898756660746,10,18,0.5337018709632633
2463,3,14.73972602739726,10,17,0.6136171093918869
2464,2,15.53448275862069,10,17,0.6014354036119629
2465,0,15.560975609756097,13,15,1.0701553625086444
2466,4,14.652631578947368,11,18,0.597513005931488
2467,2,16.270700636942674,10,19,0.3767786182436847
2468,3,15.38310412573674,10,17,0.4320768648578556
2469,0,19.0,18,18,1.3735970967675037
2470,2,18.3,12,18,0.7345388175494002
2471,0,19.0,18,18,1.3765742000389918
2472,0,19.0,18,18,1.3745752164841238
2473,3,17.975609756097562,15,18,0.8981982630781731
2474,3,17.30952380952381,12,18,0.5919611460253144
2475,1,15.676797627872498,11,17,0.659979782076684
2476,3,16.25,13,17,0.6711143663523564
2477,2,15.511111111111111,11,17,0.7032526452034592
2478,3,16.25,13,17,0.6759879578850363
2479,3,16.03010690828899,9,19,0.6523824234631282
2480,4,16.784222737819025,12,19,0.3590658462438317
2481,3,15.882744282744282,9,19,0.5302612489471226
2482,3,16.514084507042252,9,19,0.4952169241195966
2483,2,16.036912927378395,9,19,0.6361304384321579
2484,2,16.794807788317524,11,19,0.29441740625310703
2485,2,16.665549036043586,11,19,0.31585155622780037
2486,2,16.167533818938605,9,19,0.480634867768694
2487,3,15.702449567723344,10,19,0.3342180186111301
2488,2,15.319591836734693,10,18,0.42011902525900485
2489,3,15.418478260869565,9,19,0.5141950972978131
2490,1,16.694021537318974,12,18,0.42539763275120857
2491,2,16.168476303195597,12,18,0.5286757606534631
2492,1,17.20908396946565,14,18,0.6702704738962025
2493,1,15.678324827379166,13,16,0.9393019632020222
2494,2,16.276181649675625,12,17,0.4968707768471656
2495,2,15.809365853658537,12,17,0.4752593478600885
2496,2,15.785755789823192,12,17,0.49309007715534303
2497,2,15.748616017293193,11,18,0.5074766027416933
2498,2,16.48666827532123,12,25,1.0348761282949595
2499,2,16.1951193175683,12,18,0.5048687458411798
2500,1,15.486468646864687,12,16,0.6782726864442185
2501,3,15.82145090681676,11,17,0.3821249304083787
2502,2,16.04102564102564,11,17,0.41244968636476176
2503,2,15.648880419247261,11,16,0.5612205779433844
2504,2,16.376425855513308,11,20,0.2402189798322709
2505,0,14.0,13,13,1.3234048505511475
2506,1,15.645325572935613,11,16,0.6305714283826156
2507,1,16.903703703703705,11,20,0.33988092414744187
2508,0,15.468401486988848,11,15,1.0071219260131934
2509,1,15.385385656292287,12,15,0.8139549153765802
2510,1,15.576923076923077,14,15,1.0222473906101712
2511,3,13.709677419354838,10,18,0.8054196934061935
2512,2,15.062610750147666,10,18,0.4553790587645541
2513,2,14.329032258064515,10,15,0.7856528010057771
2514,3,15.130841121495328,12,15,0.9416611021880366
2515,2,14.21509009009009,9,15,0.7427060521472828
2516,1,14.491987873538328,10,15,0.8275812105372069
2517,1,14.808943089430894,10,15,0.7754980405532179
2518,2,15.0448,9,17,0.5464773788185381
2519,2,15.368194842406877,9,20,0.506162512764793
2520,1,14.720588235294118,9,16,0.7768997173012178
2521,5,15.423728813559322,9,17,0.8793342466086259
2522,2,14.809573361082206,11,15,0.7606591698350706
2523,2,17.08378672470076,12,19,0.30856067219200306
2524,5,17.56451612903226,14,19,0.6108534547801708
2525,3,16.457454050374405,12,19,0.3558623716924757
2526,2,17.81935483870968,13,19,0.4429250064195149
2527,2,17.06581532416503,13,19,0.4315791928940326
2528,2,15.912280701754385,13,16,0.7562526823059378
2529,2,13.92764894755619,9,18,0.7377789802790293
2530,2,17.898924731182795,16,18,1.0020592402099056
2531,1,13.840716992130574,11,18,0.7482946213535382
2532,1,13.629702095430448,9,18,0.7766000314641239
2533,1,13.84242319641008,9,19,0.7601240664955048
2534,0,13.780091883614089,9,16,0.9496541228284885
2535,2,12.936997319034852,10,15,0.8857743074057381
2536,3,14.142857142857142,11,15,0.8672610716434274
2537,3,16.48588627674286,9,24,1.1668862358321233
2538,3,17.95022301516503,10,24,1.2307722501519007
2539,1,16.690332326283986,10,18,0.5427178971214447
2540,9,17.451612903225808,9,21,1.1441993331031413
2542,1,11.62406015037594,9,11,1.4242069731325888
2543,8,18.252,12,23,0.9303164910431134
2545,9,17.077114427860696,9,23,1.1018869329852135
2546,3,16.692089249492902,9,19,0.473482246280049
2547,4,19.1438127090301,10,23,0.6588082091309049
2548,7,16.813370473537603,10,23,0.7957884327987838
2549,3,15.11159737417943,8,17,0.7783113050196584
2550,4,14.928524374176549,8,23,0.7913079376147822
2551,2,17.36330368201779,10,24,1.0158613499437787
2552,3,15.760297482837528,9,17,0.5774735746112323
2554,4,14.879136322984541,10,19,0.4560707903805818
2555,6,14.651134165640935,9,19,0.7254898185411497
2556,3,17.863077823288474,11,19,0.6737232748381726
2557,6,16.476190476190474,10,20,0.8132927496681589
2558,9,15.058823529411764,10,20,1.2108023581234262
2559,2,16.95608108108108,10,20,0.3249495004193412
2560,2,17.081967213114755,10,20,0.31297647717275595
2561,1,14.758793969849247,10,16,0.6642094204948014
2562,9,16.0,10,20,1.1254501345004686
2563,3,16.636871508379887,10,20,0.47818485777186337
2564,3,17.158855199773306,9,23,1.2165601294988964
2565,3,16.753898635477583,10,22,0.670172849898629
2566,1,16.116,9,20,0.5634001837725106
2567,2,14.411764705882353,12,14,1.0551739979087986
2568,4,14.413929276611022,9,18,0.5701851822828516
2569,1,14.468619246861925,9,16,0.8512563703693585
2570,2,13.985347985347985,9,14,0.9416664597989545
2571,1,13.394594594594595,10,14,0.9690691493000306
2572,4,12.956284153005464,9,15,1.0320697840293311
2573,3,15.247787610619469,9,16,0.7821152947786525
2574,1,13.991844660194175,8,19,1.0252749061850785
2575,3,16.22359590250795,9,21,0.923100797773148
2579,2,17.96,16,19,0.9214500804287151
2580,2,17.073170731707318,12,18,0.4385928730718938
2581,1,16.0,12,17,0.614604927413503
2582,0,13.0,12,12,1.4251298722314523
2583,0,13.0,12,12,1.424932153873671
2584,4,15.625,12,16,0.8194684529770582
2585,9,20.57676348547718,15,26,1.3365222495186073
2586,3,18.07871198568873,15,24,0.7040517710481521
2587,8,16.403208086134914,9,22,0.9260470730715197
2588,5,16.848084544253634,9,21,0.5786604193077033
2589,5,14.919364508393285,9,18,0.6993415942982357
2590,0,15.0,14,14,1.2561763149717458
2591,4,17.068893528183715,12,21,0.2835107719457499
2592,5,17.090518282374536,13,22,0.6778167831486839
2593,1,20.937837837837836,7,23,1.178021562663252
2594,1,14.414473684210526,9,21,0.6590543275380188
2595,2,15.135502897350994,9,21,0.7323017403272858
2596,9,17.762524188346593,11,23,1.0022936475798911
2598,5,19.441176470588236,10,21,0.843483964707377
2599,7,20.333333333333332,9,23,1.1229178820330898
2600,9,17.638065522620906,10,23,1.0478012253309659
2601,5,20.01922010718906,11,25,0.8022962833213818
2602,3,21.9378453038674,17,27,1.2768294367091662
2603,0,16.16504854368932,11,19,0.7288100335357233
2604,0,16.8,11,19,0.8187612013293233
2605,2,14.25438596491228,10,19,0.5918852465068919
2606,2,13.973031283710895,10,17,0.6702233817626798
2607,5,15.91139240506329,11,17,0.8050695952082861
2608,4,14.884304932735427,10,17,0.5792761104185805
2609,1,13.794871794871796,11,15,0.8963487916554291
2610,3,20.44,18,21,1.2224113860633903
2611,5,16.028580115536638,8,26,1.2917290570169284
2612,3,14.73542600896861,9,25,1.028203394206641
2613,1,19.894736842105264,13,22,0.6946037378742792
2614,4,19.40103716508211,13,22,0.5451692891142973
2615,6,20.571428571428573,14,23,0.9132185230276871
2616,6,18.052482937161685,13,23,0.7035220664322969
2617,4,18.58,13,22,0.5131925307281133
2618,6,16.70758620689655,9,20,0.6354760275522249
2619,2,17.04214440656957,14,18,0.59034905320961
2620,2,14.072069761477302,11,18,0.47550037150594154
2621,5,14.654114365411436,11,18,0.6858080945596099
2622,0,16.1,15,16,1.0881180582388623
2623,3,15.278846153846153,11,18,0.41105093458867903
2624,1,13.411764705882353,10,16,0.7662111796828761
2625,0,14.0,13,13,1.3248382584980847
2626,5,17.580325368581597,10,22,0.5060238626556348
2627,2,20.069486404833835,15,22,0.7675167897198517
2628,3,18.421022306362662,13,22,0.48233044652542734
2629,8,18.38803714100626,12,24,0.8817036478933226
2630,4,18.040597098214285,13,22,0.5686568539262962
2631,3,16.75,14,17,0.8031725604330102
2632,5,18.691091954022987,12,21,0.45855327980435584
2633,6,16.743589743589745,11,21,0.6000242074509838
2634,4,18.25,15,20,0.7915466633491791
2635,6,18.583333333333332,14,21,0.7368066354996768
2636,0,15.8,14,15,1.1083856160369432
2637,3,14.476190476190476,11,20,0.5004777251812679
2638,5,17.44144144144144,13,25,0.6860079552809305
2639,6,17.508139387002416,10,24,1.0096451512139506
2640,3,21.95,10,25,1.02568246193523
2641,3,19.547348484848484,14,24,0.8597688165086596
2642,2,13.786666666666667,11,15,0.9364752521372938
2643,1,13.256637168141593,10,16,0.953669996475463
2644,9,20.451356407857812,13,25,1.2234066808457063
2645,5,20.296232876712327,10,24,0.8075972408545714
2646,8,19.769372693726936,12,25,1.199305354459892
2647,7,18.688456493222564,12,25,1.0663715695950833
2648,8,19.68406779661017,13,25,1.1175798499409662
2650,8,19.198630136986303,12,25,1.1224110364789874
2651,9,21.542857142857144,12,25,1.2336031481044512
2652,8,18.949355432780848,10,24,1.2222331420411785
2653,8,16.197413206262762,12,23,0.8372627316578015
2654,2,12.875978926384736,9,14,1.0665218706952264
2655,3,12.914057704112953,10,18,0.7646229462336921
2656,5,14.088888888888889,10,15,1.0205750044985333
2658,3,14.662280701754385,12,15,0.8847889086455057
2659,1,15.391304347826088,14,15,1.0542033967951094
2660,6,20.641509433962263,14,23,0.8879303209060193
2661,3,18.26890756302521,13,23,0.4860724754418411
2662,3,19.36964980544747,11,23,0.5716336339770701
2663,3,18.11579818031431,11,20,0.3619036148086673
2664,2,17.343371138052404,13,23,0.42555072853865644
2665,4,16.261194384963122,12,22,0.6156150236978505
2666,3,18.080934618903513,13,23,0.5928279494042171
2667,0,18.55128205128205,15,24,0.8672126584640949
2668,8,17.1878453038674,12,24,0.9201819966050051
2669,6,19.35483870967742,11,22,0.6817875648343342
2670,6,18.45481777333999,11,24,0.8477222891643206
2671,3,16.8290830168204,10,21,0.3722008642654999
2672,4,18.2945613134941,13,24,0.8107638772677824
2673,6,19.777466937945068,14,24,0.8186300285396176
2676,3,19.571428571428573,15,23,0.7610131954504616
2677,5,18.035771543086174,13,21,0.46479068236513477
2678,4,17.822765072765073,11,22,0.3581526863577521
2679,4,16.945846932658363,11,22,0.6187364137844635
2680,7,17.7027027027027,14,22,0.7879230479558522
2681,3,16.726027397260275,11,21,0.2505514570634772
2682,3,18.481283422459892,12,22,0.48985181944273287
2683,5,17.707449700924414,12,22,0.5340557058488056
2684,1,12.946277097078228,11,15,0.9676849522787633
2685,2,17.093961573650503,12,21,0.33948525637348115
2686,2,17.071942446043167,14,21,0.5083467420065498
2687,2,16.07057546145494,5,21,1.137314390655845
2688,3,14.137692932575142,11,19,0.4952997080007641
2689,2,14.091777550324121,11,19,0.4378880490343536
2690,0,17.421875,13,17,0.882920096072635
2691,3,16.776119402985074,11,22,0.39524314927802306
2692,8,17.055555555555557,11,21,0.9554044655839121
2693,3,12.98155737704918,10,14,1.0603115599783466
2694,1,15.284015852047556,10,16,0.6145478247031512
2695,4,14.092682926829267,12,16,0.9234462766298858
2696,3,14.481377435432714,10,18,0.4538261386954141
2697,3,18.15295934690275,11,22,0.6854289515746201
2698,2,17.14823881408949,11,22,0.9401183762110485
2699,3,15.798561151079136,12,19,0.3211103077330734
2700,3,16.895912141549726,10,22,0.7240397667706974
2701,2,15.07977991746905,11,18,0.47045890496181303
2702,5,15.583333333333334,11,18,0.5606921802220647
2703,1,14.65625,11,17,0.7927457420740432
2704,6,15.0,11,17,0.9135007039085886
2705,3,15.46866485013624,11,17,0.535350208674073
2706,3,14.557879267465522,11,18,0.3772118002716829
2707,3,15.049886621315192,11,16,0.7434073566438631
2708,9,16.103553299492386,10,22,1.0285106771118422
2710,0,14.0,11,19,1.0136203549151777
2712,8,15.533333333333333,11,21,1.030072641480262
2714,1,19.2,11,21,0.7502315481088309
2715,1,13.151515151515152,11,16,0.9015263592292286
2716,4,14.931034482758621,12,16,0.8361729989778078
2717,1,14.076923076923077,12,16,0.914420200063147
2718,0,14.76595744680851,12,14,1.1261420859039721
2719,3,13.437100213219615,11,19,0.725922494777359
2720,3,13.183098591549296,11,14,1.027103722476857
2721,0,13.0,12,12,1.4222083459668757
2722,0,13.0,12,12,1.4236288119532041
2723,2,11.142857142857142,9,12,1.3965489737424897
2724,0,13.0,12,12,1.4238107377884859
2725,2,16.75,14,18,0.7026332880899079
2726,4,16.08,12,19,0.38725333303483667
2727,4,18.181818181818183,13,22,0.5407021424277159
2728,5,18.301075268817204,12,22,0.656619988017183
2729,4,16.666666666666668,14,18,0.7561646334512976
2730,4,16.571428571428573,12,20,0.30950906131563305
2731,4,17.969648793178205,13,22,0.6902307989388776
2732,3,16.53125,14,18,0.6766863425519932
2733,4,17.432692307692307,13,22,0.6418395823129585
2734,3,19.320677966101695,14,21,0.6201958160315757
2735,3,19.88,18,21,1.1875611133930402
2736,3,12.429778247096094,9,13,1.1549819937426045
2737,2,13.99192508651693,10,21,0.5757481629323651
2738,2,14.13768115942029,11,15,0.8371706612030084
2739,1,13.600434717433668,11,15,0.8684672457883803
2740,3,13.95073319970461,11,15,0.9629001643378582
2741,0,13.220430107526882,12,13,1.276168430439576
2742,0,14.0,13,13,1.3240679944717633
2743,0,14.0,13,13,1.3246247009928984
2744,0,13.232558139534884,12,13,1.273790642420246
2745,1,13.442465753424658,12,13,1.2115702044320997
2746,1,13.428571428571429,12,13,1.2232613775951242
2747,0,14.0,13,13,1.316720349417995
2748,3,14.427745664739884,11,19,0.5164435351397558
2749,1,16.586638830897705,13,19,0.6126519383528163
2750,2,12.538396978598405,9,15,0.9969216252551524
2751,4,14.628032345013477,11,18,0.6344778514847539
2752,1,13.684587813620071,11,15,0.9172351707192578
2753,2,12.785547785547786,8,18,0.8485636428433154
2754,2,12.903846153846153,8,17,0.9543368457806565
