Fecha Transplante,Fecha TransplanteTxt,AñoSiembra,Productor,Productor,Ha,Fecha Recibo,FechaRecibo txt,Año Recibo,Semana Recibo,Kilos,Clase,Tipo,Variedad,Parcela,Lote,Brix
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.176,29/07/2021,29-Jul-21,2021,31,84,CHE,Cherry Rojo                                            ,TyMoTy,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.176,13/09/2021,13-Sep-21,2021,38,154,CHE,Cherry Rojo                                            ,TyMoTy,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.176,19/07/2021,19-Jul-21,2021,30,120,CHE,Cherry Rojo                                            ,TyMoTy,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.176,2/8/2021,2-Aug-21,2021,32,1860,CHE,Cherry Rojo                                            ,TyMoTy,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.176,21/07/2021,21-Jul-21,2021,30,265,CHE,Cherry Rojo                                            ,TyMoTy,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.176,9/7/2021,9-Jul-21,2021,28,50,CHE,Cherry Rojo                                            ,TyMoTy,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.176,13/09/2021,13-Sep-21,2021,38,720,CHE,Cherry Rojo                                            ,TyMoTy,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.176,29/07/2021,29-Jul-21,2021,31,780,CHE,Cherry Rojo                                            ,TyMoTy,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.176,11/8/2021,11-Aug-21,2021,33,1392,CHE,Cherry Rojo                                            ,TyMoTy,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.176,18/08/2021,18-Aug-21,2021,34,1474,CHE,Cherry Rojo                                            ,TyMoTy,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.176,26/07/2021,26-Jul-21,2021,31,803,CHE,Cherry Rojo                                            ,TyMoTy,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.176,5/8/2021,5-Aug-21,2021,32,660,CHE,Cherry Rojo                                            ,TyMoTy,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.176,14/07/2021,14-Jul-21,2021,29,132,CHE,Cherry Rojo                                            ,TyMoTy,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.2678,14/07/2021,14-Jul-21,2021,29,240,BSUF,Uva Roja                                               ,Amaí,S12,5,7
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.2678,2/9/2021,2-Sep-21,2021,36,297,BSUF,Uva Roja                                               ,Amaí,S12,5,7
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.2678,3/9/2021,3-Sep-21,2021,36,372,BSUF,Uva Roja                                               ,Amaí,S12,5,7
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.2678,4/9/2021,4-Sep-21,2021,36,576,BSUF,Uva Roja                                               ,Amaí,S12,5,7
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.2678,23/08/2021,23-Aug-21,2021,35,880,BSUF,Uva Roja                                               ,Amaí,S12,5,7
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.2678,2/8/2021,2-Aug-21,2021,32,319,BSUF,Uva Roja                                               ,Amaí,S12,5,7
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.2678,26/07/2021,26-Jul-21,2021,31,1276,BSUF,Uva Roja                                               ,Amaí,S12,5,8.7
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.2678,18/08/2021,18-Aug-21,2021,34,1188,BSUF,Uva Roja                                               ,Amaí,S12,5,7
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.2678,11/8/2021,11-Aug-21,2021,33,1704,BSUF,Uva Roja                                               ,Amaí,S12,5,7
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.2678,29/07/2021,29-Jul-21,2021,31,960,BSUF,Uva Roja                                               ,Amaí,S12,5,7
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.2678,13/09/2021,13-Sep-21,2021,38,816,BSUF,Uva Roja                                               ,Amaí,S12,5,7
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.2678,22/07/2021,22-Jul-21,2021,30,715,BSUF,Uva Roja                                               ,Amaí,S12,5,7.6
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.2678,9/7/2021,9-Jul-21,2021,28,100,BSUF,Uva Roja                                               ,Amaí,S12,5,8.8
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.2678,19/07/2021,19-Jul-21,2021,30,900,BSUF,Uva Roja                                               ,Amaí,S12,5,7
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.2678,2/8/2021,2-Aug-21,2021,32,1740,BSUF,Uva Roja                                               ,Amaí,S12,5,7
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.2678,6/8/2021,6-Aug-21,2021,32,1815,BSUF,Uva Roja                                               ,Amaí,S12,5,7
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0536,6/8/2021,6-Aug-21,2021,32,100,BSUF,Uva Amarilla                                           ,Honey Bunch,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0536,19/07/2021,19-Jul-21,2021,30,12,BSUF,Uva Amarilla                                           ,Honey Bunch,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0536,9/7/2021,9-Jul-21,2021,28,10,BSUF,Uva Amarilla                                           ,Honey Bunch,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0536,21/10/2021,21-Oct-21,2021,43,77,BSUF,Uva Amarilla                                           ,Honey Bunch,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0536,3/8/2021,3-Aug-21,2021,32,182,BSUF,Uva Amarilla                                           ,Honey Bunch,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0536,15/10/2021,15-Oct-21,2021,42,143,BSUF,Uva Amarilla                                           ,Honey Bunch,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0536,11/11/2021,11-Nov-21,2021,46,26,BSUF,Uva Amarilla                                           ,Honey Bunch,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0536,13/09/2021,13-Sep-21,2021,38,216,BSUF,Uva Amarilla                                           ,Honey Bunch,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0536,29/07/2021,29-Jul-21,2021,31,168,BSUF,Uva Amarilla                                           ,Honey Bunch,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0536,11/8/2021,11-Aug-21,2021,33,252,BSUF,Uva Amarilla                                           ,Honey Bunch,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0536,18/08/2021,18-Aug-21,2021,34,330,BSUF,Uva Amarilla                                           ,Honey Bunch,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0536,23/08/2021,23-Aug-21,2021,35,162,BSUF,Uva Amarilla                                           ,Honey Bunch,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0536,24/07/2021,24-Jul-21,2021,30,84,BSUF,Uva Amarilla                                           ,Honey Bunch,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0536,4/9/2021,4-Sep-21,2021,36,168,BSUF,Uva Amarilla                                           ,Honey Bunch,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0536,23/10/2021,23-Oct-21,2021,43,10,BSUF,Uva Amarilla                                           ,Honey Bunch,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0536,14/07/2021,14-Jul-21,2021,29,12,BSUF,Uva Amarilla                                           ,Honey Bunch,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0536,23/09/2021,23-Sep-21,2021,39,156,BSUF,Uva Amarilla                                           ,Honey Bunch,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0459,23/09/2021,23-Sep-21,2021,39,133,CHE,Heirloom Cherry                                        ,Habanero Tangerina,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0459,14/07/2021,14-Jul-21,2021,29,12,CHE,Heirloom Cherry                                        ,Habanero Tangerina,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0459,4/9/2021,4-Sep-21,2021,36,144,CHE,Heirloom Cherry                                        ,Habanero Tangerina,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0459,6/9/2021,6-Sep-21,2021,37,84,CHE,Heirloom Cherry                                        ,Habanero Tangerina,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0459,24/07/2021,24-Jul-21,2021,30,132,CHE,Heirloom Cherry                                        ,Habanero Tangerina,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0459,23/08/2021,23-Aug-21,2021,35,168,CHE,Heirloom Cherry                                        ,Habanero Tangerina,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0459,18/08/2021,18-Aug-21,2021,34,377,CHE,Heirloom Cherry                                        ,Habanero Tangerina,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0459,11/8/2021,11-Aug-21,2021,33,216,CHE,Heirloom Cherry                                        ,Habanero Tangerina,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0459,29/07/2021,29-Jul-21,2021,31,180,CHE,Heirloom Cherry                                        ,Habanero Tangerina,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0459,13/09/2021,13-Sep-21,2021,38,110,CHE,Heirloom Cherry                                        ,Habanero Tangerina,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0459,2/8/2021,2-Aug-21,2021,32,77,CHE,Heirloom Cherry                                        ,Habanero Tangerina,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0459,3/8/2021,3-Aug-21,2021,32,260,CHE,Heirloom Cherry                                        ,Habanero Tangerina,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0459,19/07/2021,19-Jul-21,2021,30,36,CHE,Heirloom Cherry                                        ,Habanero Tangerina,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0459,6/8/2021,6-Aug-21,2021,32,190,CHE,Heirloom Cherry                                        ,Habanero Tangerina,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0536,6/8/2021,6-Aug-21,2021,32,150,CHE,Heirloom Cherry                                        ,Habanero Rojo,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0536,19/07/2021,19-Jul-21,2021,30,12,CHE,Heirloom Cherry                                        ,Habanero Rojo,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0536,3/8/2021,3-Aug-21,2021,32,208,CHE,Heirloom Cherry                                        ,Habanero Rojo,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0536,8/10/2021,8-Oct-21,2021,41,48,CHE,Heirloom Cherry                                        ,Habanero Rojo,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0536,29/07/2021,29-Jul-21,2021,31,144,CHE,Heirloom Cherry                                        ,Habanero Rojo,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0536,11/8/2021,11-Aug-21,2021,33,252,CHE,Heirloom Cherry                                        ,Habanero Rojo,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0536,18/08/2021,18-Aug-21,2021,34,276,CHE,Heirloom Cherry                                        ,Habanero Rojo,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0536,23/08/2021,23-Aug-21,2021,35,144,CHE,Heirloom Cherry                                        ,Habanero Rojo,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0536,24/07/2021,24-Jul-21,2021,30,87,CHE,Heirloom Cherry                                        ,Habanero Rojo,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0536,4/9/2021,4-Sep-21,2021,36,96,CHE,Heirloom Cherry                                        ,Habanero Rojo,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0536,14/07/2021,14-Jul-21,2021,29,12,CHE,Heirloom Cherry                                        ,Habanero Rojo,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0536,23/09/2021,23-Sep-21,2021,39,72,CHE,Heirloom Cherry                                        ,Habanero Rojo,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.023,23/09/2021,23-Sep-21,2021,39,105,CHE,Heirloom Cherry                                        ,Tangerina Grape,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.023,4/9/2021,4-Sep-21,2021,36,60,CHE,Heirloom Cherry                                        ,Tangerina Grape,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.023,10/9/2021,10-Sep-21,2021,37,192,CHE,Heirloom Cherry                                        ,Tangerina Grape,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.023,24/07/2021,24-Jul-21,2021,30,96,CHE,Heirloom Cherry                                        ,Tangerina Grape,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.023,23/08/2021,23-Aug-21,2021,35,36,CHE,Heirloom Cherry                                        ,Tangerina Grape,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.023,14/10/2021,14-Oct-21,2021,42,100,CHE,Heirloom Cherry                                        ,Tangerina Grape,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.023,30/09/2021,30-Sep-21,2021,40,88,CHE,Heirloom Cherry                                        ,Tangerina Grape,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.023,18/08/2021,18-Aug-21,2021,34,130,CHE,Heirloom Cherry                                        ,Tangerina Grape,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.023,1/9/2021,1-Sep-21,2021,36,33,CHE,Heirloom Cherry                                        ,Tangerina Grape,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.023,11/8/2021,11-Aug-21,2021,33,204,CHE,Heirloom Cherry                                        ,Tangerina Grape,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.023,29/07/2021,29-Jul-21,2021,31,108,CHE,Heirloom Cherry                                        ,Tangerina Grape,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.023,13/09/2021,13-Sep-21,2021,38,11,CHE,Heirloom Cherry                                        ,Tangerina Grape,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.023,28/10/2021,28-Oct-21,2021,44,40,CHE,Heirloom Cherry                                        ,Tangerina Grape,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.023,8/10/2021,8-Oct-21,2021,41,132,CHE,Heirloom Cherry                                        ,Tangerina Grape,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.023,9/10/2021,9-Oct-21,2021,41,40,CHE,Heirloom Cherry                                        ,Tangerina Grape,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.023,11/11/2021,11-Nov-21,2021,46,26,CHE,Heirloom Cherry                                        ,Tangerina Grape,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.023,15/10/2021,15-Oct-21,2021,42,10,CHE,Heirloom Cherry                                        ,Tangerina Grape,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.023,3/8/2021,3-Aug-21,2021,32,169,CHE,Heirloom Cherry                                        ,Tangerina Grape,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.023,1/10/2021,1-Oct-21,2021,40,209,CHE,Heirloom Cherry                                        ,Tangerina Grape,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.023,13/09/2021,13-Sep-21,2021,38,72,CHE,Heirloom Cherry                                        ,Tangerina Grape,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.023,5/11/2021,5-Nov-21,2021,45,60,CHE,Heirloom Cherry                                        ,Tangerina Grape,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.023,22/09/2021,22-Sep-21,2021,39,132,CHE,Heirloom Cherry                                        ,Tangerina Grape,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.023,19/07/2021,19-Jul-21,2021,30,24,CHE,Heirloom Cherry                                        ,Tangerina Grape,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.023,23/11/2021,23-Nov-21,2021,48,28,CHE,Heirloom Cherry                                        ,Tangerina Grape,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.023,6/8/2021,6-Aug-21,2021,32,120,CHE,Heirloom Cherry                                        ,Tangerina Grape,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.023,21/10/2021,21-Oct-21,2021,43,77,CHE,Heirloom Cherry                                        ,Tangerina Grape,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.023,16/09/2021,16-Sep-21,2021,38,264,CHE,Heirloom Cherry                                        ,Tangerina Grape,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0306,6/8/2021,6-Aug-21,2021,32,100,CHE,Heirloom Cherry                                        ,Pink,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0306,19/07/2021,19-Jul-21,2021,30,12,CHE,Heirloom Cherry                                        ,Pink,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0306,13/09/2021,13-Sep-21,2021,38,48,CHE,Heirloom Cherry                                        ,Pink,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0306,3/8/2021,3-Aug-21,2021,32,117,CHE,Heirloom Cherry                                        ,Pink,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0306,11/8/2021,11-Aug-21,2021,33,96,CHE,Heirloom Cherry                                        ,Pink,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0306,18/08/2021,18-Aug-21,2021,34,88,CHE,Heirloom Cherry                                        ,Pink,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0306,26/07/2021,26-Jul-21,2021,31,33,CHE,Heirloom Cherry                                        ,Pink,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0306,29/07/2021,29-Jul-21,2021,31,60,CHE,Heirloom Cherry                                        ,Pink,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0306,23/08/2021,23-Aug-21,2021,35,36,CHE,Heirloom Cherry                                        ,Pink,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0306,24/07/2021,24-Jul-21,2021,30,12,CHE,Heirloom Cherry                                        ,Pink,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0306,4/9/2021,4-Sep-21,2021,36,48,CHE,Heirloom Cherry                                        ,Pink,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0306,23/09/2021,23-Sep-21,2021,39,48,CHE,Heirloom Cherry                                        ,Pink,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0306,14/07/2021,14-Jul-21,2021,29,3,CHE,Heirloom Cherry                                        ,Pink,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0306,14/07/2021,14-Jul-21,2021,29,12,CHE,Heirloom Cherry                                        ,white,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0306,4/9/2021,4-Sep-21,2021,36,36,CHE,Heirloom Cherry                                        ,white,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0306,23/08/2021,23-Aug-21,2021,35,48,CHE,Heirloom Cherry                                        ,white,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0306,7/8/2021,7-Aug-21,2021,32,44,CHE,Heirloom Cherry                                        ,white,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0306,26/07/2021,26-Jul-21,2021,31,88,CHE,Heirloom Cherry                                        ,white,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0306,17/11/2021,17-Nov-21,2021,47,6,CHE,Heirloom Cherry                                        ,white,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0306,18/08/2021,18-Aug-21,2021,34,77,CHE,Heirloom Cherry                                        ,white,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0306,11/8/2021,11-Aug-21,2021,33,143,CHE,Heirloom Cherry                                        ,white,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0306,29/07/2021,29-Jul-21,2021,31,84,CHE,Heirloom Cherry                                        ,white,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0306,3/8/2021,3-Aug-21,2021,32,104,CHE,Heirloom Cherry                                        ,white,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0306,13/09/2021,13-Sep-21,2021,38,24,CHE,Heirloom Cherry                                        ,white,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0306,19/07/2021,19-Jul-21,2021,30,12,CHE,Heirloom Cherry                                        ,white,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0306,6/8/2021,6-Aug-21,2021,32,60,CHE,Heirloom Cherry                                        ,white,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0383,6/8/2021,6-Aug-21,2021,32,170,CHE,Heirloom Cherry                                        ,Indigo,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0383,19/07/2021,19-Jul-21,2021,30,12,CHE,Heirloom Cherry                                        ,Indigo,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0383,2/11/2021,2-Nov-21,2021,45,11,CHE,Heirloom Cherry                                        ,Indigo,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0383,9/7/2021,9-Jul-21,2021,28,10,CHE,Heirloom Cherry                                        ,Indigo,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0383,13/09/2021,13-Sep-21,2021,38,60,CHE,Heirloom Cherry                                        ,Indigo,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0383,3/8/2021,3-Aug-21,2021,32,260,CHE,Heirloom Cherry                                        ,Indigo,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0383,29/07/2021,29-Jul-21,2021,31,132,CHE,Heirloom Cherry                                        ,Indigo,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0383,11/8/2021,11-Aug-21,2021,33,120,CHE,Heirloom Cherry                                        ,Indigo,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0383,18/08/2021,18-Aug-21,2021,34,104,CHE,Heirloom Cherry                                        ,Indigo,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0383,26/07/2021,26-Jul-21,2021,31,77,CHE,Heirloom Cherry                                        ,Indigo,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0383,23/08/2021,23-Aug-21,2021,35,27,CHE,Heirloom Cherry                                        ,Indigo,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0383,4/9/2021,4-Sep-21,2021,36,36,CHE,Heirloom Cherry                                        ,Indigo,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0383,14/07/2021,14-Jul-21,2021,29,12,CHE,Heirloom Cherry                                        ,Indigo,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0459,3/9/2021,3-Sep-21,2021,36,99,CHE,Pera Amarilla                                          ,Pera Amarilla 2,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0459,23/09/2021,23-Sep-21,2021,39,169,CHE,Pera Amarilla                                          ,Pera Amarilla 2,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0459,4/9/2021,4-Sep-21,2021,36,204,CHE,Pera Amarilla                                          ,Pera Amarilla 2,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0459,23/08/2021,23-Aug-21,2021,35,372,CHE,Pera Amarilla                                          ,Pera Amarilla 2,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0459,24/07/2021,24-Jul-21,2021,30,12,CHE,Pera Amarilla                                          ,Pera Amarilla 2,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0459,7/8/2021,7-Aug-21,2021,32,187,CHE,Pera Amarilla                                          ,Pera Amarilla 2,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0459,26/07/2021,26-Jul-21,2021,31,33,CHE,Pera Amarilla                                          ,Pera Amarilla 2,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0459,2/8/2021,2-Aug-21,2021,32,22,CHE,Pera Amarilla                                          ,Pera Amarilla 2,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0459,10/8/2021,10-Aug-21,2021,33,154,CHE,Pera Amarilla                                          ,Pera Amarilla 2,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0459,18/08/2021,18-Aug-21,2021,34,546,CHE,Pera Amarilla                                          ,Pera Amarilla 2,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0459,11/8/2021,11-Aug-21,2021,33,264,CHE,Pera Amarilla                                          ,Pera Amarilla 2,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0459,29/07/2021,29-Jul-21,2021,31,60,CHE,Pera Amarilla                                          ,Pera Amarilla 2,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0459,3/8/2021,3-Aug-21,2021,32,221,CHE,Pera Amarilla                                          ,Pera Amarilla 2,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0459,22/07/2021,22-Jul-21,2021,30,13,CHE,Pera Amarilla                                          ,Pera Amarilla 2,S12,5,
30/04/2021,30-Apr-21,2021,SGB,Gerardo Belmonte,0.0459,13/09/2021,13-Sep-21,2021,38,108,CHE,Pera Amarilla                                          ,Pera Amarilla 2,S12,5,
