iqr,peak_harvest,first_harvest,end_harvest
0,14.0,14,14
2,17.21930202498923,11,30
2,16.86842105263158,16,18
0,17.0,17,17
2,16.450934579439252,12,18
2,18.555669050051073,12,30
1,15.557142857142857,12,18
1,16.48640208197788,11,18
0,15.516129032258064,11,16
3,13.53763440860215,11,15
0,20.0,20,20
4,17.51128818061089,16,20
2,16.131643625192012,13,18
3,15.447907118851207,12,17
1,13.869436201780415,13,18
3,15.357091506624217,13,18
5,16.81487603305785,13,20
1,15.440366972477063,13,17
1,14.467379679144384,11,17
2,16.11048689138577,14,20
3,16.36144578313253,13,18
3,16.23913043478261,14,20
2,16.21311475409836,15,17
1,15.506666666666666,13,17
1,16.846153846153847,14,18
5,14.184886280264124,11,18
1,14.286219081272085,13,17
3,15.139065567334118,12,17
2,15.415617128463476,14,18
3,14.488372093023257,13,16
1,13.616104868913858,13,14
0,17.0,17,17
2,16.074675324675326,13,19
3,17.407002188183807,13,21
4,16.37721021611002,13,19
1,15.990400438837082,15,19
1,16.4978354978355,14,19
5,17.77570093457944,15,21
1,16.25429184549356,15,19
1,16.635329416177022,16,19
2,15.739495798319327,15,17
2,14.1284873790093,11,17
3,14.580410022779043,10,23
2,14.042613636363637,10,17
2,14.104931794333684,10,17
1,13.717420510523958,12,23
3,14.16356690459435,10,17
3,15.005122853619202,10,23
2,14.21536543556179,10,18
2,14.602053646269908,10,18
3,14.619279819954988,11,18
0,13.526813880126182,12,16
0,16.0,16,16
5,18.5,16,21
0,15.085501858736059,13,16
0,16.0,16,16
2,15.827956989247312,13,21
4,12.426722227147797,10,15
3,15.39757896727823,12,17
1,14.222950819672132,12,16
0,13.751037344398341,13,14
2,13.511627906976743,13,15
1,14.019629225736097,13,15
0,15.0,15,15
3,14.288561936402468,13,16
0,14.0,14,14
0,14.939024390243903,14,16
0,13.646687697160884,12,14
3,13.622005323868677,12,16
2,13.73322005097706,12,16
0,15.0,15,15
0,14.176470588235293,14,15
1,14.5695067264574,14,15
0,15.0,15,15
0,14.0,14,14
0,13.0,13,13
0,13.0,13,13
0,13.0,13,13
0,14.0,14,14
0,13.0,13,13
1,14.203780718336484,12,16
0,16.0,16,16
2,15.172381251966026,13,21
2,13.614612381483546,12,15
2,14.964172236222199,12,21
1,13.714285714285714,13,14
2,11.826086956521738,11,14
2,13.038392321535692,11,14
1,13.513066490241481,12,14
3,14.306151391597234,11,19
2,12.816761477445718,11,14
0,13.214876033057852,13,14
1,12.155172413793103,11,13
1,13.142857142857142,12,14
4,14.304347826086957,13,17
0,17.0,17,17
0,13.211864406779661,13,14
0,13.24400871459695,13,14
2,16.189814814814813,13,17
1,12.548387096774194,12,13
2,12.180790960451978,11,13
2,12.084812623274162,11,13
2,14.090909090909092,13,15
1,12.319148936170214,11,13
0,13.0,13,13
1,12.722222222222221,12,13
2,12.975977555672452,12,14
1,12.096345514950166,11,13
0,13.0,13,13
0,12.549295774647888,11,13
1,12.478260869565217,12,13
5,13.85934065934066,10,17
2,11.666666666666666,11,13
0,19.0,19,19
3,15.69047619047619,12,17
0,16.0,16,16
0,16.0,16,16
0,15.544072948328267,10,16
7,16.0,11,18
0,18.0,18,18
0,19.0,19,19
0,19.0,19,19
0,19.0,19,19
0,19.0,19,19
0,19.0,19,19
0,13.658536585365853,12,14
3,14.794871794871796,12,17
3,16.1123595505618,12,17
0,14.0,14,14
0,17.0,17,17
0,17.0,17,17
5,14.333333333333334,12,17
0,17.0,17,17
0,15.0,15,15
0,15.0,15,15
0,15.0,15,15
3,16.684100418410043,11,22
4,15.92404181184669,11,21
2,16.983827493261455,11,19
2,16.60665362035225,11,19
3,16.455475330926596,11,21
2,16.765145848915484,11,21
3,16.433912585571353,11,21
3,17.29726996966633,11,21
3,16.89189189189189,16,19
3,17.207009857612267,14,21
2,17.012738853503183,11,21
1,17.553097345132745,12,19
4,16.352941176470587,13,19
2,17.23076923076923,11,19
2,17.37673130193906,11,20
2,16.94941634241245,11,19
1,17.20576131687243,13,19
1,16.99163179916318,12,19
2,17.89041095890411,15,19
2,16.71212121212121,12,19
1,17.49462365591398,15,18
1,17.589041095890412,11,19
1,17.83495145631068,11,19
1,17.330316742081447,12,19
0,17.274509803921568,13,19
2,16.576719576719576,12,19
1,16.328451882845187,11,18
1,17.102564102564102,14,18
1,17.26241134751773,15,18
1,17.353932584269664,15,18
0,15.0,15,15
1,17.48905109489051,15,21
2,16.47659574468085,14,18
5,18.43853427895981,13,23
3,17.349450549450548,16,19
3,17.771950500883914,13,24
3,17.50462573591253,13,21
0,16.0,16,16
0,17.84375,13,18
3,19.08955223880597,13,21
4,18.59036144578313,17,21
1,18.529556650246306,17,23
3,16.809473684210527,11,25
1,16.03305785123967,11,17
2,15.469565217391304,11,17
2,16.204301075268816,11,25
2,16.062780269058297,11,24
3,14.918367346938776,11,17
0,15.798913043478262,11,17
1,15.96989247311828,11,19
0,15.0,15,15
2,16.296663660955815,11,25
3,15.870417193426043,10,25
2,15.519061583577713,10,24
2,14.766378244746601,10,18
0,15.617021276595745,11,16
2,16.93877551020408,11,25
3,14.414492753623188,11,17
4,17.67247386759582,13,20
0,16.85185185185185,15,17
2,16.95919395465995,12,20
2,16.442307692307693,12,18
1,16.4585635359116,15,17
2,16.86508875739645,12,19
1,18.63758389261745,13,24
7,21.15408320493066,14,28
5,19.736972704714642,14,24
5,21.24960505529226,16,27
5,21.929936305732483,15,28
1,16.375,16,17
5,21.766990291262136,15,28
4,18.23076923076923,16,21
2,18.227272727272727,15,20
4,14.83435582822086,12,22
7,17.239299610894943,12,26
6,17.69463087248322,13,26
4,16.429268292682927,13,26
3,15.14655172413793,12,24
2,15.612570839773312,11,26
7,16.892703862660944,11,23
7,17.486842105263158,12,24
4,15.78494623655914,11,23
0,14.0,14,14
0,17.872340425531913,14,18
2,17.335260115606935,13,18
2,18.74774774774775,14,20
0,17.623762376237625,14,18
0,17.89090909090909,12,18
3,16.285714285714285,15,18
0,14.67741935483871,11,15
0,14.52,13,15
0,16.822834645669293,11,18
1,14.833333333333334,11,18
4,15.638743455497382,11,18
6,18.43811881188119,13,25
4,18.125933831376734,12,29
4,17.087719298245613,12,21
5,14.875,12,24
5,14.674157303370787,12,20
3,13.408,12,15
0,17.183673469387756,14,22
4,16.712264150943398,12,20
2,15.160291438979964,11,19
1,16.585858585858585,16,17
2,15.047619047619047,14,16
0,12.973684210526315,12,13
1,13.236842105263158,10,14
1,13.52,11,14
1,13.804761904761905,10,23
4,18.518693596905887,12,27
0,19.0,19,19
3,17.98384925975774,16,21
4,19.597615499254843,13,31
6,19.760080645161292,12,29
5,18.350467289719628,13,29
3,16.945238095238096,13,19
4,17.933110367892976,12,22
2,16.8421926910299,12,21
2,12.946428571428571,11,16
4,14.040650406504065,11,19
3,14.16326530612245,11,19
2,13.91566265060241,11,17
4,14.540909090909091,11,20
5,20.461176470588235,14,26
2,20.2398753894081,12,24
2,19.042918454935624,12,24
3,17.543478260869566,12,22
2,17.127659574468087,14,19
3,17.013377926421406,12,21
4,19.431137724550897,16,26
6,20.213051823416507,12,29
5,19.558365758754864,12,27
5,18.869135802469135,11,28
6,21.18433179723502,10,28
5,20.41592920353982,11,27
3,17.96583850931677,13,23
4,20.670886075949365,11,26
5,20.446666666666665,11,28
2,16.12162162162162,15,17
4,15.714217098943324,11,19
0,16.0,16,16
4,16.681818181818183,11,20
0,14.88888888888889,11,16
0,15.18918918918919,11,16
5,14.529411764705882,11,16
5,13.5,11,16
2,14.163672654690618,13,15
0,15.565217391304348,11,16
3,15.382488479262673,11,19
0,14.0,14,14
2,14.55813953488372,13,18
0,18.0,18,18
0,13.0,13,13
2,14.130434782608695,13,15
0,15.0,15,15
3,15.56558682952735,10,23
5,16.77651966626937,12,23
4,18.675764192139738,14,24
3,16.50187265917603,14,18
2,14.797979797979798,13,16
4,15.625,11,18
7,19.423538831064853,11,29
7,18.100444444444445,11,26
1,14.545454545454545,13,16
2,18.042424242424243,14,26
5,18.79375,11,26
2,17.27485380116959,13,25
2,16.658385093167702,11,23
3,17.528301886792452,15,20
4,14.856842105263159,12,22
4,20.934426229508198,18,25
6,21.453125,17,28
6,17.062402496099843,13,24
5,18.100985221674875,14,23
8,20.57563025210084,14,26
5,17.548780487804876,14,20
9,19.79655172413793,14,27
9,16.921875,11,23
6,19.034134007585337,13,27
5,18.93080168776371,13,27
4,15.187422934648582,12,19
4,15.669117647058824,12,21
2,16.604525862068964,13,24
5,17.584538878842675,11,27
3,15.51063829787234,14,20
2,14.556053811659194,11,22
2,16.95111111111111,12,24
3,13.678571428571429,11,15
1,14.0990990990991,13,15
2,14.826666666666666,13,19
2,17.565459610027855,13,23
6,17.0,13,23
1,15.887179487179488,12,21
3,13.305084745762711,11,16
7,17.45054945054945,11,24
7,17.847433460076047,11,26
6,19.03488372093023,12,25
7,17.72265625,12,25
1,14.438461538461539,13,16
7,18.219323671497584,12,25
6,16.643712574850298,11,25
3,17.28386336866902,12,25
4,19.472906403940886,15,23
5,17.661016949152543,13,23
8,16.48854961832061,11,23
6,18.065637065637066,11,23
6,15.366071428571429,11,23
5,15.640625,11,23
3,17.526315789473685,15,23
2,14.474576271186441,11,23
7,17.496930299747202,11,25
6,16.829307568438004,11,24
5,15.641638225255972,11,25
6,19.75438596491228,12,25
6,19.830459770114942,12,26
5,18.5706940874036,12,25
7,17.916349809885933,12,26
6,18.4,14,20
1,15.90092879256966,11,22
9,16.974839400428266,12,25
5,16.8686401480111,11,30
4,16.972862957937586,11,23
5,16.544061302681992,11,23
1,13.63265306122449,11,17
6,17.03252032520325,11,23
4,16.29806451612903,11,23
5,16.82043650793651,12,24
4,15.86969696969697,11,24
6,17.25721153846154,11,25
7,16.617122473246134,12,24
6,17.402555910543132,11,25
7,18.730215827338128,13,24
6,17.56051703877791,11,24
4,18.991666666666667,13,23
4,16.472727272727273,13,24
7,16.448275862068964,12,22
7,16.253333333333334,13,22
1,20.866666666666667,20,22
6,17.165775401069517,12,22
5,17.33529411764706,12,21
4,15.71078431372549,12,22
1,16.5625,16,18
5,16.859447004608295,12,24
3,16.293929712460063,12,24
2,16.52027027027027,13,22
8,19.29383886255924,13,24
9,18.922854387656702,11,28
7,17.78808864265928,11,26
0,16.42105263157895,16,19
7,17.346153846153847,11,26
4,14.758064516129032,12,19
4,15.048346055979644,11,18
3,13.609756097560975,11,19
6,16.82645631067961,12,24
7,16.23065693430657,9,25
5,16.534069981583794,12,24
7,17.258274231678488,12,24
7,17.47047619047619,12,26
1,13.706349206349206,12,22
9,18.5,14,23
6,16.41756272401434,12,25
7,16.612825166364185,12,24
3,15.944444444444445,13,23
1,12.520446096654275,12,13
3,14.634328358208956,10,26
5,14.241379310344827,11,18
6,14.780669144981413,11,20
5,15.163302752293578,11,21
6,15.272727272727273,11,22
1,16.829545454545453,11,21
5,16.24175824175824,12,22
6,16.04494382022472,12,22
5,15.573770491803279,11,21
8,18.444444444444443,14,22
2,16.45762711864407,11,20
0,16.0,16,16
2,11.6,10,19
5,15.787564766839377,12,21
3,14.086614173228346,11,21
3,14.306122448979592,12,21
4,11.498233215547703,9,14
1,12.018072289156626,10,13
3,14.499484004127966,11,19
4,15.058252427184467,11,19
5,15.089430894308943,10,19
3,15.176,10,19
3,14.290322580645162,10,19
3,14.301587301587302,10,18
5,16.643835616438356,10,22
3,14.86337760910816,10,19
5,15.865892972275951,11,21
4,15.93015873015873,11,21
4,16.571428571428573,11,21
3,17.28021978021978,11,21
3,16.88888888888889,11,21
5,17.25790349417637,11,21
3,17.508650519031143,11,21
4,16.544554455445546,12,21
4,15.972222222222221,11,21
4,16.478594950603732,11,22
4,15.261538461538462,11,21
3,16.65989847715736,14,20
6,17.587795765877956,13,23
4,16.179755671902267,13,23
5,18.14091243561442,14,24
3,19.008474576271187,15,23
6,17.971014492753625,14,23
4,18.636752136752136,14,23
2,19.97920997920998,14,24
2,20.310160427807485,16,24
2,14.324552160168599,12,19
0,20.04,19,21
1,14.139240506329115,13,15
2,14.26086956521739,12,19
1,14.624600638977636,13,20
3,15.17437961099933,12,23
2,17.110169491525422,13,21
3,16.479166666666668,12,21
2,14.075949367088608,12,15
4,16.522673031026255,10,21
4,16.169611307420496,10,21
3,16.817204301075268,12,21
4,15.955555555555556,11,21
4,13.67457627118644,10,21
4,16.65665236051502,11,21
5,16.11373607829902,10,22
4,17.27906976744186,11,22
4,17.32888888888889,12,22
3,16.740634005763688,10,22
3,17.17386091127098,12,22
4,17.646288209606986,10,21
0,12.846153846153847,11,21
5,16.76407284768212,12,22
3,19.713169642857142,16,28
8,20.476495726495727,11,29
5,18.191256830601095,11,28
6,20.562380038387715,12,32
3,19.627906976744185,14,30
3,19.22142857142857,10,30
4,17.326133909287257,10,28
5,18.066225165562916,12,28
5,13.304347826086957,5,20
7,20.58994708994709,12,25
5,20.689156626506023,12,25
6,20.062686567164178,14,25
6,19.97680412371134,12,25
2,22.349206349206348,14,25
4,21.81651376146789,12,25
5,21.348484848484848,16,25
7,20.79268292682927,13,25
5,21.734939759036145,14,25
6,19.43220338983051,12,25
6,18.2027027027027,11,25
5,17.543325526932083,11,25
5,18.946666666666665,12,23
5,19.384615384615383,14,23
7,19.114285714285714,12,23
1,14.24390243902439,12,15
6,17.63016157989228,11,24
6,18.002985074626867,11,23
5,18.242524916943523,11,23
5,18.593572778827976,11,23
4,18.883211678832115,12,23
6,18.06206896551724,11,23
5,20.0,13,23
5,19.090384615384615,11,23
4,20.066666666666666,11,23
4,18.768067226890757,13,23
6,20.012084592145015,13,24
5,20.729166666666668,14,24
3,19.935714285714287,13,24
4,20.956043956043956,13,24
4,20.392156862745097,13,24
3,21.141025641025642,14,24
4,22.257731958762886,17,24
3,15.82468694096601,10,19
2,15.180392156862744,10,19
3,18.160714285714285,13,21
3,16.30727272727273,11,19
3,17.33783783783784,13,20
3,17.425,13,21
2,16.326315789473686,11,19
3,14.401639344262295,11,18
2,15.957219251336898,11,18
2,15.036388140161725,10,18
1,15.481751824817518,11,18
2,15.666666666666666,13,18
2,15.1214859437751,11,18
1,15.777777777777779,15,17
2,14.666666666666666,11,17
1,14.357142857142858,10,16
2,12.26086956521739,10,15
2,14.875,11,17
3,17.4571972098922,12,21
3,17.372705882352943,12,20
5,16.7119341563786,11,21
3,16.647058823529413,12,20
3,16.47820567075751,11,20
2,17.464088397790054,12,20
2,17.076923076923077,12,20
3,16.647727272727273,11,21
2,16.879448909299654,11,21
3,16.94871794871795,11,21
3,17.51145038167939,11,21
2,16.674418604651162,13,19
4,16.537974683544302,13,19
0,15.318181818181818,13,16
1,15.277777777777779,14,16
1,14.3,11,16
2,16.1066454436928,10,21
2,17.16872427983539,12,21
1,16.602678571428573,12,21
2,16.154003059663438,12,19
3,16.034581218274113,11,19
2,16.376612209802236,12,22
3,17.410958904109588,11,20
2,17.287435456110156,11,20
1,16.394904458598727,11,18
1,16.419354838709676,11,19
2,16.58834027364664,11,20
0,14.0,14,14
2,17.09765625,14,20
2,16.874533740250932,11,21
2,15.394736842105264,13,17
2,15.227272727272727,13,17
3,17.91800128122998,13,23
2,18.164034021871203,15,22
1,17.69333333333333,17,18
2,16.772727272727273,15,22
0,16.0,16,16
1,18.471014492753625,16,21
0,19.972972972972972,19,21
1,15.745454545454546,15,16
0,16.0,16,16
4,18.793371522094926,13,24
6,19.281811085089775,13,31
6,19.700934579439252,14,27
5,20.337349397590362,14,27
1,15.681818181818182,14,17
0,15.0,15,15
2,16.569605568445475,14,22
2,15.9,14,18
6,17.46271338724169,14,22
1,15.378238341968911,14,17
7,18.25101032779524,12,23
8,17.576190476190476,11,22
1,16.973846153846154,12,21
3,16.766843971631207,12,24
5,16.541666666666668,13,23
4,16.39700374531835,13,20
2,18.090074584050488,12,24
6,18.47737556561086,12,23
1,15.26149802890933,12,16
1,17.294797687861273,12,22
0,15.0,15,15
0,14.0,14,14
0,15.0,15,15
0,15.0,15,15
2,14.967455621301776,14,17
2,16.0,15,17
1,15.455505279034691,14,17
0,13.0,13,13
0,13.0,13,13
2,16.565217391304348,11,29
3,14.560240963855422,11,19
4,19.83606557377049,13,30
4,16.181173131504256,12,22
2,14.901439645625691,12,19
0,14.909090909090908,14,24
3,14.55072463768116,13,17
1,14.373540856031129,13,17
3,14.785643070787637,11,23
9,19.3125,13,27
3,17.79746835443038,14,31
4,17.333841463414632,12,25
7,22.081967213114755,13,32
5,16.27354260089686,10,21
5,18.96657381615599,10,25
5,18.885245901639344,10,24
1,13.102941176470589,11,14
9,18.02770083102493,10,27
5,15.071146245059289,10,26
6,16.796414852752882,10,26
6,18.04576802507837,12,32
1,17.28,16,22
4,16.555555555555557,13,20
3,16.330357142857142,14,23
5,16.286569717707444,10,25
4,16.0569323509712,9,29
4,16.617328519855597,10,25
0,16.842105263157894,14,17
2,18.299065420560748,14,22
2,18.209302325581394,13,22
6,15.997343251859723,11,26
7,16.590137857900316,11,26
7,20.275862068965516,18,25
5,17.55952380952381,13,27
6,17.123595505617978,12,25
8,18.042918454935624,12,27
6,16.571984435797667,12,27
4,15.55,12,24
3,15.959390862944163,13,27
8,19.267148014440433,13,26
6,18.928251121076233,12,26
5,17.241935483870968,13,24
2,18.056910569105693,14,27
6,16.2972972972973,12,24
5,15.850427350427351,11,27
4,15.514056224899598,13,17
5,17.66432337434095,12,25
6,20.261467889908257,13,25
4,20.61904761904762,18,23
7,18.695849914724274,13,24
5,16.12973933649289,10,27
6,16.21487294469357,10,26
4,16.290633608815426,10,26
5,15.935483870967742,11,22
2,16.150354609929078,11,22
3,16.26775956284153,11,22
4,16.898119122257054,11,26
6,16.559055118110237,12,24
6,15.155797101449275,10,22
3,14.483660130718954,10,19
3,11.417699115044249,10,13
1,14.85,14,17
4,11.142857142857142,10,14
4,12.495575221238939,10,16
1,13.75,10,18
1,14.3,13,15
5,14.408582089552239,11,19
0,18.0,18,18
4,18.570434782608697,15,27
2,17.692307692307693,13,24
2,15.713178294573643,13,22
0,17.0,17,17
0,15.0,15,15
0,14.0,14,14
6,18.401785714285715,13,26
4,19.142292490118578,13,25
4,15.481481481481481,13,19
3,23.197183098591548,16,25
5,21.976190476190474,16,25
5,17.822360248447204,12,25
5,19.995339547270305,14,27
1,16.09036144578313,12,17
2,18.373684210526317,15,24
8,18.831460674157302,12,27
3,16.659301496792587,11,22
4,18.333333333333332,13,21
5,16.936781609195403,12,22
1,16.8135593220339,13,18
3,17.362043795620437,11,23
6,14.950852557673018,10,23
4,14.821739130434782,11,21
5,15.094184576485462,10,22
7,15.859007832898172,10,22
5,14.92741935483871,10,20
4,15.67348514087225,10,22
3,15.174757281553399,10,21
5,15.80865603644647,10,22
4,16.03943661971831,11,22
2,16.147058823529413,13,22
4,16.6231884057971,13,23
5,17.19685039370079,12,22
2,17.866666666666667,15,22
3,17.556451612903224,13,22
4,16.69291338582677,12,22
6,14.962025316455696,11,22
5,16.786694386694386,9,24
3,17.153846153846153,16,19
5,17.420664206642066,14,24
3,19.325,16,24
4,16.25423728813559,10,22
5,17.815315315315317,7,20
5,16.401923076923076,8,24
2,13.508849557522124,8,20
5,16.58659217877095,12,20
5,16.771880492091388,7,24
4,16.293190416141236,12,24
4,20.11111111111111,14,25
7,20.358974358974358,15,25
5,17.309904153354633,12,22
3,14.5,11,19
3,13.905172413793103,10,19
5,15.721537001897532,12,23
0,13.0,13,13
5,16.63370089593384,12,24
4,18.75,16,21
5,16.39189189189189,11,28
7,20.916666666666668,11,30
3,19.438709677419354,13,24
5,17.27956989247312,12,20
2,18.05,14,22
3,18.972972972972972,14,22
1,17.12962962962963,14,18
3,18.076923076923077,14,20
2,18.184615384615384,17,21
1,16.38095238095238,14,20
3,17.11737089201878,11,20
3,17.183937823834196,11,20
3,14.962068965517242,11,17
3,16.99628252788104,11,20
3,17.26388888888889,13,21
2,19.108695652173914,15,21
3,16.91111111111111,14,19
3,17.013513513513512,13,21
2,17.07488986784141,13,19
4,17.413333333333334,13,21
3,15.490428123912286,11,21
3,14.982828282828283,11,21
3,14.808238636363637,11,21
4,16.516949152542374,11,22
4,16.19060773480663,11,21
3,14.558479532163743,11,21
2,15.745733788395905,13,21
5,16.73006134969325,14,21
3,16.21505376344086,14,19
3,13.47107438016529,11,18
0,15.0,15,15
2,13.88888888888889,12,18
2,14.055555555555555,12,18
1,13.695652173913043,12,17
5,14.625,12,18
0,12.666666666666666,12,15
4,15.21875,12,18
1,14.80891719745223,12,18
3,19.74277660324172,13,22
0,20.824,13,22
2,16.333333333333332,15,17
4,19.612171837708832,15,22
1,19.752136752136753,15,22
0,16.979434447300772,13,20
4,18.276315789473685,13,22
4,18.48901098901099,15,22
2,20.736842105263158,15,22
7,18.344155844155843,13,22
4,17.694915254237287,13,20
5,17.156462585034014,13,22
6,17.162790697674417,13,22
6,15.683760683760683,13,19
3,15.667613636363637,13,20
4,17.02731591448931,12,21
4,16.07296849087894,12,21
3,16.18238993710692,12,20
5,16.336475707034083,12,21
1,14.363636363636363,13,16
4,15.660736975857688,12,21
3,16.202727272727273,12,22
4,17.289036544850497,13,21
5,16.34675615212528,12,21
4,17.55072463768116,13,21
4,16.91747572815534,12,21
3,15.504398826979472,11,21
3,19.143106457242585,14,21
3,19.347345132743364,14,23
4,19.140625,14,23
4,18.634453781512605,13,23
3,19.056603773584907,15,21
2,18.953125,15,21
3,19.345238095238095,15,21
2,19.84313725490196,16,21
3,19.345794392523363,16,21
2,18.906976744186046,14,21
4,17.55,13,21
6,16.52327221438646,11,24
4,17.931818181818183,13,22
0,16.60747663551402,13,19
0,15.0,15,15
4,16.714285714285715,15,19
4,19.550681901953556,13,24
3,16.774834437086092,13,19
3,16.50588235294118,13,18
3,16.750605326876514,11,20
2,16.32,12,20
1,16.72222222222222,13,20
2,16.049586776859503,13,20
1,16.6,13,20
2,15.885714285714286,12,17
2,16.681818181818183,14,18
2,16.528301886792452,14,18
2,17.549295774647888,14,20
4,17.875,14,20
1,16.32183908045977,12,18
2,15.983908045977012,11,19
1,16.522727272727273,11,18
5,18.055900621118013,14,21
0,16.0,16,16
2,17.116541353383457,11,20
3,18.042929292929294,11,20
1,14.600638977635782,12,16
2,15.025803376906318,11,18
2,16.993228940418813,12,21
2,16.630282003380483,13,20
2,17.91179461108287,15,22
5,18.61814345991561,11,23
3,19.060747663551403,11,23
7,16.351535836177476,11,21
4,19.066666666666666,18,22
7,18.216517055655295,11,23
2,15.853752901728141,12,18
5,18.674257425742574,11,23
3,19.691275167785236,14,22
1,18.342194570135746,11,21
3,17.254969749351773,11,21
1,17.32948048719861,12,22
2,17.87146187146187,14,20
0,17.552921253175274,14,18
3,17.523188845104578,14,20
3,19.23490358209856,13,24
4,19.340871483728627,14,24
4,15.913793103448276,14,19
1,13.375,13,14
2,19.953703703703702,13,23
2,19.78021978021978,13,23
3,20.513157894736842,13,25
3,20.37037037037037,15,25
3,17.333333333333332,13,21
2,16.188471974058633,11,20
2,16.60139246253973,11,20
2,16.425176842249847,12,20
2,17.78448275862069,12,20
2,17.02263083451202,12,19
3,17.826485967346066,13,23
3,18.06319018404908,13,23
2,16.038526452450505,11,19
3,15.570493753718026,14,18
3,16.21122112211221,11,19
3,16.187017001545595,11,18
2,16.68553459119497,11,19
2,18.412037037037038,13,23
3,17.58877364246492,13,23
3,17.85,13,20
1,17.280986198579658,11,20
1,18.22,17,19
2,18.619718309859156,15,20
1,19.10576923076923,14,22
3,19.843541202672604,13,27
6,20.611369990680334,12,26
3,17.7007756359781,13,27
5,20.02725250278087,16,25
1,18.51063829787234,16,19
2,17.65497448979592,15,20
4,19.393728222996515,14,23
0,16.008396946564886,13,17
1,19.11111111111111,15,20
3,16.88,14,18
0,20.0,20,20
3,19.560851063829787,12,26
2,19.69871794871795,13,23
2,19.005235602094242,14,21
2,18.488888888888887,15,20
1,19.104325699745548,13,21
1,18.171875,13,19
2,18.463963963963963,13,20
2,16.724267100977197,12,19
1,17.745136186770427,12,20
2,17.584444444444443,12,20
1,17.34360730593607,12,20
1,16.460686600221482,12,19
2,16.356084418500224,11,20
3,15.887890457851947,11,20
2,11.869402985074627,11,13
2,14.844298245614034,11,18
4,17.91360894349438,13,23
1,17.519603267211203,15,20
2,19.0609756097561,15,22
2,20.170091324200914,13,26
2,14.06454674893213,11,18
2,15.04040404040404,12,18
1,14.469670710571924,11,18
2,14.67150395778364,11,18
2,14.73297166968053,11,18
2,13.24462200368777,10,18
3,15.64516129032258,12,18
2,14.586852416195036,11,18
1,14.535528596187175,11,18
2,14.28040278853602,10,18
3,16.106870229007633,14,18
3,15.387755102040817,14,17
2,17.170563961485556,15,22
4,16.10612244897959,14,21
3,16.942857142857143,15,19
2,15.193548387096774,12,18
1,14.5,12,16
1,15.567567567567568,12,18
2,15.148514851485148,12,18
1,14.513043478260869,14,15
0,15.0,15,15
2,13.204620462046204,10,16
3,15.1,14,17
4,15.604166666666666,12,18
4,14.666666666666666,12,17
4,17.0,14,19
1,15.123595505617978,14,21
1,14.569230769230769,12,17
3,16.0,13,18
5,17.335329341317365,12,20
4,16.11864406779661,12,18
1,13.461538461538462,12,15
6,16.8625,14,20
0,20.555555555555557,18,21
1,14.987577639751553,12,18
2,15.188963210702342,11,18
4,15.154525386313466,11,18
5,18.600261551874453,14,26
3,18.32,12,25
6,19.58433734939759,12,26
5,20.932773109243698,12,26
7,18.79833597464342,12,26
3,15.403846153846153,12,17
4,15.432432432432432,11,19
2,17.666666666666668,14,20
3,16.133333333333333,12,20
4,18.47953216374269,12,23
3,19.16976127320955,12,26
3,17.43103448275862,14,23
2,19.460176991150444,18,23
6,18.189855746859003,13,26
5,17.459911894273127,11,24
5,17.96894409937888,12,28
2,14.669369369369369,11,22
1,16.035502958579883,14,22
0,13.0,13,13
2,15.333333333333334,13,19
2,15.256637168141593,13,19
1,14.7,13,19
2,14.098920863309353,13,18
1,11.664179104477611,11,12
2,15.192982456140351,13,19
0,16.0,16,16
6,20.257861635220127,12,24
5,19.537815126050422,12,24
5,18.983739837398375,12,23
5,18.45390070921986,12,23
5,17.69705882352941,12,25
7,19.3953488372093,12,25
4,18.869281045751634,14,25
5,16.2972972972973,12,22
5,16.943103448275863,12,22
5,17.136274509803922,12,24
3,16.122448979591837,15,18
8,18.0,12,23
5,16.717328727691424,12,22
0,19.0,19,19
1,15.052721088435375,14,18
0,13.0,13,13
5,17.74503311258278,15,25
3,16.765417170495766,13,23
3,16.747826086956522,12,24
7,17.14574898785425,12,24
6,18.207776427703525,11,25
1,13.092105263157896,12,14
8,16.722334004024145,9,22
8,15.7873417721519,9,25
9,18.705882352941178,13,24
6,18.7,13,24
6,15.893805309734514,11,22
5,15.694666666666667,11,25
5,15.838794233289645,11,21
3,14.94088669950739,10,21
1,13.260504201680673,11,18
6,17.130434782608695,12,20
4,17.24390243902439,13,20
5,16.609561752988046,13,21
4,15.649484536082474,13,20
6,15.617647058823529,11,20
4,14.208955223880597,11,21
4,16.79427549194991,12,22
3,15.719696969696969,11,19
1,16.083333333333332,14,19
5,18.329787234042552,11,23
7,17.388275862068966,12,22
5,15.840236686390533,11,23
0,15.0,15,15
0,21.953488372093023,13,24
8,18.818759936406995,11,28
3,14.184466019417476,10,26
6,20.10739299610895,11,24
3,15.471291866028707,11,23
2,22.64329268292683,17,26
4,18.505494505494507,15,22
0,14.0,14,14
9,19.18918918918919,13,24
2,14.333333333333334,13,17
4,14.867352185089974,9,23
2,13.303030303030303,11,16
2,14.1796875,12,17
1,12.907407407407407,11,16
2,13.857142857142858,11,17
2,14.328947368421053,13,17
2,19.178753830439224,11,23
4,16.776515151515152,13,22
6,17.95654026416702,12,23
0,19.97345132743363,13,21
4,16.58823529411765,14,19
5,19.614583333333332,12,23
2,19.306122448979593,13,21
0,21.56923076923077,18,22
2,14.668831168831169,12,18
