PlantingID,WeeksAfterTransplant,Kilos,Year,Brix
2015-08-24_Pera Roja_ZJL_Z18_6_0.18,14,720.0,2015,6.95
2015-08-24_Pera Roja_ZJL_Z18_6_0.18,15,432.0,2015,5.2
2015-08-24_Pera Roja_ZJL_Z18_6_0.18,16,176.0,2015,5.2
2015-08-24_Pera Roja_ZJL_Z18_6_0.18,17,240.0,2015,6.0
2015-08-24_Perla_ZJL_Z18_6_0.08,13,32.0,2015,5.2
2015-08-24_Perla_ZJL_Z18_6_0.08,14,592.0,2015,6.75
2015-08-24_Perla_ZJL_Z18_6_0.08,15,144.0,2015,5.2
2015-08-24_Perla_ZJL_Z18_6_0.08,16,208.0,2015,5.2
2015-08-24_Perla_ZJL_Z18_6_0.08,17,272.0,2015,6.2
2015-08-24_Tangerina Grape_ZJL_Z17_7_0.07,12,32.0,2015,5.2
2015-08-24_Tangerina Grape_ZJL_Z17_7_0.07,13,32.0,2015,5.0
2015-08-24_Tangerina Grape_ZJL_Z17_7_0.07,14,464.0,2015,5.8
2015-08-24_Tangerina Grape_ZJL_Z17_7_0.07,15,96.0,2015,5.2
2015-08-24_Tangerina Grape_ZJL_Z17_7_0.07,16,288.0,2015,5.2
2015-08-24_Tangerina Grape_ZJL_Z17_7_0.07,17,160.0,2015,7.0
2015-08-24_Tangerina Grape_ZJL_Z18_6_0.03,13,32.0,2015,5.3
2015-08-24_Tangerina Grape_ZJL_Z18_6_0.03,14,240.0,2015,6.95
2015-08-24_Tangerina Grape_ZJL_Z18_6_0.03,15,64.0,2015,5.2
2015-08-24_Tangerina Grape_ZJL_Z18_6_0.03,16,112.0,2015,5.6
2015-08-24_Tangerina Grape_ZJL_Z18_6_0.03,17,128.0,2015,6.5
2015-08-24_Top 2200_ZJL_Z18_6_0.03,11,16.0,2015,6.8
2015-08-24_Top 2200_ZJL_Z18_6_0.03,13,48.0,2015,6.1
2015-08-24_Top 2200_ZJL_Z18_6_0.03,14,256.0,2015,7.25
2015-08-24_Top 2200_ZJL_Z18_6_0.03,15,208.0,2015,5.2
2015-08-24_Top 2200_ZJL_Z18_6_0.03,16,112.0,2015,5.2
2015-08-24_Top 2200_ZJL_Z18_6_0.03,17,160.0,2015,6.9
2016-02-07_Santawest_ZJL_Z17_1_0.18,11,16.0,2016,6.9
2016-02-07_Santawest_ZJL_Z17_1_0.18,12,16.0,2016,6.9
2016-02-07_Santawest_ZJL_Z17_1_0.18,13,16.0,2016,6.3
2016-02-07_Santawest_ZJL_Z17_1_0.18,14,144.0,2016,7.2
2016-02-07_Santawest_ZJL_Z17_1_0.18,15,176.0,2016,6.25
2016-02-07_Santawest_ZJL_Z17_1_0.18,16,640.0,2016,6.5
2016-02-07_Santawest_ZJL_Z17_1_0.18,17,672.0,2016,6.7
2016-02-07_Santawest_ZJL_Z17_1_0.18,18,736.0,2016,6.7
2016-02-07_Shiren_ZJL_Z17_1_0.12,12,32.0,2016,6.0
2016-02-07_Shiren_ZJL_Z17_1_0.12,13,48.0,2016,6.7
2016-02-07_Shiren_ZJL_Z17_1_0.12,14,208.0,2016,5.4
2016-02-07_Shiren_ZJL_Z17_1_0.12,15,720.0,2016,5.6
2016-02-07_Shiren_ZJL_Z17_1_0.12,16,816.0,2016,5.75
2016-02-07_Shiren_ZJL_Z17_1_0.12,17,416.0,2016,5.75
2016-02-07_Shiren_ZJL_Z17_1_0.12,18,64.0,2016,5.6
2016-02-07_Tymoty_ZJL_Z17_1_0.25,11,32.0,2016,5.6
2016-02-07_Tymoty_ZJL_Z17_1_0.25,12,240.0,2016,6.300000000000001
2016-02-07_Tymoty_ZJL_Z17_1_0.25,13,336.0,2016,6.0
2016-02-07_Tymoty_ZJL_Z17_1_0.25,14,528.0,2016,5.6
2016-02-07_Tymoty_ZJL_Z17_1_0.25,15,2400.0,2016,5.6000000000000005
2016-02-07_Tymoty_ZJL_Z17_1_0.25,16,2928.0,2016,5.85
2016-02-07_Tymoty_ZJL_Z17_1_0.25,17,3024.0,2016,5.75
2016-02-07_Tymoty_ZJL_Z17_1_0.25,18,1328.0,2016,6.05
2016-02-08_Amsterdam_ZJL_Z17_2_0.74,10,48.0,2016,6.9
2016-02-08_Amsterdam_ZJL_Z17_2_0.74,11,224.0,2016,6.4
2016-02-08_Amsterdam_ZJL_Z17_2_0.74,12,80.0,2016,6.5
2016-02-08_Amsterdam_ZJL_Z17_2_0.74,13,480.0,2016,7.050000000000001
2016-02-08_Amsterdam_ZJL_Z17_2_0.74,14,1248.0,2016,6.5
2016-02-08_Amsterdam_ZJL_Z17_2_0.74,15,2432.0,2016,6.5
2016-02-08_Amsterdam_ZJL_Z17_2_0.74,16,2384.0,2016,6.7
2016-02-08_Amsterdam_ZJL_Z17_2_0.74,17,1008.0,2016,6.5
2016-02-08_Santawest_ZJL_Z17_2_0.03,14,48.0,2016,6.25
2016-02-08_Santawest_ZJL_Z17_2_0.03,15,112.0,2016,6.35
2016-02-08_Santawest_ZJL_Z17_2_0.03,16,128.0,2016,6.5
2016-02-08_Santawest_ZJL_Z17_2_0.03,17,112.0,2016,6.5
2016-02-09_Habanero Rojo_ZJL_Z17_6_0.14,11,16.0,2016,5.3
2016-02-09_Habanero Rojo_ZJL_Z17_6_0.14,12,16.0,2016,5.0
2016-02-09_Habanero Rojo_ZJL_Z17_6_0.14,13,16.0,2016,5.2
2016-02-09_Habanero Rojo_ZJL_Z17_6_0.14,14,192.0,2016,5.85
2016-02-09_Habanero Rojo_ZJL_Z17_6_0.14,15,240.0,2016,5.4
2016-02-09_Habanero Rojo_ZJL_Z17_6_0.14,16,208.0,2016,5.5
2016-02-09_Habanero Rojo_ZJL_Z17_6_0.14,17,64.0,2016,5.2
2016-02-09_Habanero Tangerina_ZJL_Z17_6_0.14,11,16.0,2016,6.388595970498291
2016-02-09_Habanero Tangerina_ZJL_Z17_6_0.14,12,16.0,2016,6.0
2016-02-09_Habanero Tangerina_ZJL_Z17_6_0.14,13,32.0,2016,5.6
2016-02-09_Habanero Tangerina_ZJL_Z17_6_0.14,14,112.0,2016,5.95
2016-02-09_Habanero Tangerina_ZJL_Z17_6_0.14,15,272.0,2016,5.300000000000001
2016-02-09_Habanero Tangerina_ZJL_Z17_6_0.14,16,80.0,2016,5.6
2016-02-09_Habanero Tangerina_ZJL_Z17_6_0.14,17,64.0,2016,5.4
2016-02-09_Honey Bunch_ZJL_Z17_6_0.04,11,16.0,2016,6.0
2016-02-09_Honey Bunch_ZJL_Z17_6_0.04,14,16.0,2016,5.2
2016-02-09_Honey Bunch_ZJL_Z17_6_0.04,15,48.0,2016,5.35
2016-02-09_Honey Bunch_ZJL_Z17_6_0.04,16,32.0,2016,5.85
2016-02-09_Honey Bunch_ZJL_Z17_6_0.04,17,16.0,2016,5.6
2016-02-09_Pera Amarilla 2_ZJL_Z17_6_0.1,11,32.0,2016,5.2
2016-02-09_Pera Amarilla 2_ZJL_Z17_6_0.1,12,16.0,2016,6.8
2016-02-09_Pera Amarilla 2_ZJL_Z17_6_0.1,13,32.0,2016,5.6
2016-02-09_Pera Amarilla 2_ZJL_Z17_6_0.1,14,128.0,2016,5.6
2016-02-09_Pera Amarilla 2_ZJL_Z17_6_0.1,15,240.0,2016,5.4
2016-02-09_Pera Amarilla 2_ZJL_Z17_6_0.1,16,176.0,2016,5.5
2016-02-09_Pera Amarilla 2_ZJL_Z17_6_0.1,17,48.0,2016,5.1
2016-02-09_Pera Amarilla 3_ZJL_Z17_6_0.04,14,16.0,2016,6.0
2016-02-09_Pera Roja_ZJL_Z17_6_0.15,12,16.0,2016,5.3
2016-02-09_Pera Roja_ZJL_Z17_6_0.15,13,16.0,2016,5.6
2016-02-09_Pera Roja_ZJL_Z17_6_0.15,14,160.0,2016,5.75
2016-02-09_Pera Roja_ZJL_Z17_6_0.15,15,256.0,2016,5.300000000000001
2016-02-09_Pera Roja_ZJL_Z17_6_0.15,16,240.0,2016,5.25
2016-02-09_Pera Roja_ZJL_Z17_6_0.15,17,80.0,2016,5.1
2016-02-09_Perla_ZJL_Z17_6_0.06,14,96.0,2016,5.800000000000001
2016-02-09_Perla_ZJL_Z17_6_0.06,15,80.0,2016,5.15
2016-02-09_Perla_ZJL_Z17_6_0.06,16,48.0,2016,5.1
2016-02-09_Perla_ZJL_Z17_6_0.06,17,32.0,2016,5.1
2016-02-09_Tangerina Grape_ZJL_Z17_6_0.11,10,16.0,2016,5.9
2016-02-09_Tangerina Grape_ZJL_Z17_6_0.11,12,16.0,2016,5.0
2016-02-09_Tangerina Grape_ZJL_Z17_6_0.11,13,48.0,2016,5.4
2016-02-09_Tangerina Grape_ZJL_Z17_6_0.11,14,368.0,2016,6.05
2016-02-09_Tangerina Grape_ZJL_Z17_6_0.11,15,384.0,2016,5.5
2016-02-09_Tangerina Grape_ZJL_Z17_6_0.11,16,288.0,2016,5.4
2016-02-09_Tangerina Grape_ZJL_Z17_6_0.11,17,96.0,2016,5.4
2016-02-20_Amsterdam_ZJL_Z17_5_0.1,12,64.0,2016,6.25
2016-02-20_Amsterdam_ZJL_Z17_5_0.1,13,64.0,2016,6.0
2016-02-20_Amsterdam_ZJL_Z17_5_0.1,14,288.0,2016,6.2
2016-02-20_Amsterdam_ZJL_Z17_5_0.1,15,48.0,2016,6.9
2016-02-20_Amsterdam_ZJL_Z17_5_0.1,16,128.0,2016,6.5
2016-02-20_Habanero Tangerina_ZJL_Z17_5_0.01,12,32.0,2016,5.2
2016-02-20_Habanero Tangerina_ZJL_Z17_5_0.01,13,16.0,2016,5.6
2016-02-20_Habanero Tangerina_ZJL_Z17_5_0.01,15,128.0,2016,5.6
2016-02-20_Habanero Tangerina_ZJL_Z17_5_0.01,16,16.0,2016,6.5
2016-02-20_Honey Bunch_ZJL_Z17_5_0.08,12,48.0,2016,5.85
2016-02-20_Honey Bunch_ZJL_Z17_5_0.08,13,96.0,2016,5.85
2016-02-20_Honey Bunch_ZJL_Z17_5_0.08,14,64.0,2016,5.4
2016-02-20_Honey Bunch_ZJL_Z17_5_0.08,15,80.0,2016,5.6
2016-02-20_Honey Bunch_ZJL_Z17_5_0.08,16,64.0,2016,5.95
2016-02-20_Pera Amarilla 2_ZJL_Z17_5_0.14,10,16.0,2016,6.1
2016-02-20_Pera Amarilla 2_ZJL_Z17_5_0.14,11,16.0,2016,5.5
2016-02-20_Pera Amarilla 2_ZJL_Z17_5_0.14,12,48.0,2016,5.2
2016-02-20_Pera Amarilla 2_ZJL_Z17_5_0.14,13,32.0,2016,6.0
2016-02-20_Pera Amarilla 2_ZJL_Z17_5_0.14,14,512.0,2016,5.766666666666667
2016-02-20_Pera Amarilla 2_ZJL_Z17_5_0.14,15,224.0,2016,5.4
2016-02-20_Pera Amarilla 2_ZJL_Z17_5_0.14,16,144.0,2016,5.95
2016-02-20_Pera Amarilla 3_ZJL_Z17_5_0.1,13,80.0,2016,5.8
2016-02-20_Pera Roja_ZJL_Z17_5_0.09,12,16.0,2016,5.2
2016-02-20_Pera Roja_ZJL_Z17_5_0.09,13,128.0,2016,5.85
2016-02-20_Pera Roja_ZJL_Z17_5_0.09,14,176.0,2016,5.6
2016-02-20_Pera Roja_ZJL_Z17_5_0.09,15,240.0,2016,5.5
2016-02-20_Pera Roja_ZJL_Z17_5_0.09,16,144.0,2016,5.8
2016-02-20_Perla_ZJL_Z17_5_0.07,10,16.0,2016,6.0
2016-02-20_Perla_ZJL_Z17_5_0.07,11,16.0,2016,6.5
2016-02-20_Perla_ZJL_Z17_5_0.07,12,48.0,2016,5.4
2016-02-20_Perla_ZJL_Z17_5_0.07,13,176.0,2016,5.85
2016-02-20_Perla_ZJL_Z17_5_0.07,14,112.0,2016,5.6
2016-02-20_Perla_ZJL_Z17_5_0.07,15,48.0,2016,5.15
2016-02-20_Perla_ZJL_Z17_5_0.07,16,48.0,2016,6.05
2016-02-20_Tymoty_ZJL_Z17_1_0.27,12,400.0,2016,5.2
2016-02-20_Tymoty_ZJL_Z17_5_0.24,10,16.0,2016,6.5
2016-02-20_Tymoty_ZJL_Z17_5_0.24,11,48.0,2016,6.5
2016-02-20_Tymoty_ZJL_Z17_5_0.24,12,256.0,2016,5.6
2016-02-20_Tymoty_ZJL_Z17_5_0.24,13,592.0,2016,5.466666666666666
2016-02-20_Tymoty_ZJL_Z17_5_0.24,14,528.0,2016,5.4
2016-02-20_Tymoty_ZJL_Z17_5_0.24,15,528.0,2016,6.05
2016-02-20_Tymoty_ZJL_Z17_5_0.24,16,304.0,2016,5.4
2016-02-22_Amsterdam_ZJL_Z18_3_0.86,11,144.0,2016,6.9
2016-02-22_Amsterdam_ZJL_Z18_3_0.86,12,64.0,2016,6.9
2016-02-22_Amsterdam_ZJL_Z18_3_0.86,13,1872.0,2016,6.5
2016-02-22_Amsterdam_ZJL_Z18_3_0.86,14,1520.0,2016,6.9
2016-02-22_Amsterdam_ZJL_Z18_3_0.86,15,1504.0,2016,6.5
2016-02-22_Amsterdam_ZJL_Z18_3_0.86,16,5840.0,2016,6.666666666666667
2016-02-22_Amsterdam_ZJL_Z18_3_0.86,17,1728.0,2016,6.833333333333333
2016-02-22_Amsterdam_ZJL_Z18_3_0.86,18,624.0,2016,6.8
2016-03-21_Amaí_VAP_V02_14_0.63,10,448.0,2016,7.0
2016-03-21_Amaí_VAP_V02_14_0.63,11,256.0,2016,6.5
2016-03-21_Amaí_VAP_V02_14_0.63,12,1200.0,2016,6.5
2016-03-21_Amaí_VAP_V02_14_0.63,13,2880.0,2016,6.8
2016-03-21_Amaí_VAP_V02_14_0.63,14,9040.0,2016,7.0
2016-03-21_Amaí_VAP_V02_14_0.63,15,10144.0,2016,8.0
2016-03-21_Amaí_VAP_V02_14_0.63,16,2640.0,2016,9.0
2016-03-21_Amaí_VAP_V02_14_0.63,17,6864.0,2016,8.0
2016-03-21_Amaí_VAP_V02_14_0.63,18,4096.0,2016,6.1
2016-03-21_Amsterdam_VAP_V02_13_0.74,10,432.0,2016,7.0
2016-03-21_Amsterdam_VAP_V02_13_0.74,11,208.0,2016,6.5
2016-03-21_Amsterdam_VAP_V02_13_0.74,12,656.0,2016,6.5
2016-03-21_Amsterdam_VAP_V02_13_0.74,13,1520.0,2016,6.5
2016-03-21_Amsterdam_VAP_V02_13_0.74,14,3504.0,2016,6.88
2016-03-21_Amsterdam_VAP_V02_13_0.74,15,7040.0,2016,7.5
2016-03-21_Amsterdam_VAP_V02_13_0.74,16,3680.0,2016,8.0
2016-03-21_Amsterdam_VAP_V02_13_0.74,17,3392.0,2016,8.25
2016-03-21_Amsterdam_VAP_V02_13_0.74,18,3024.0,2016,6.35
2016-03-21_Amsterdam_VAP_V02_14_0.06,10,32.0,2016,6.5
2016-03-21_Amsterdam_VAP_V02_14_0.06,12,16.0,2016,6.5
2016-03-21_Amsterdam_VAP_V02_14_0.06,13,256.0,2016,7.05
2016-03-21_Pera Amarilla 2_VAP_V02_15_0.32,10,112.0,2016,6.5
2016-03-21_Pera Amarilla 2_VAP_V02_15_0.32,11,64.0,2016,6.5
2016-03-21_Pera Amarilla 2_VAP_V02_15_0.32,12,160.0,2016,6.5
2016-03-21_Pera Amarilla 2_VAP_V02_15_0.32,14,560.0,2016,6.5
2016-03-21_Pera Amarilla 2_VAP_V02_15_0.32,15,800.0,2016,6.5
2016-03-21_Pera Amarilla 2_VAP_V02_15_0.32,16,1312.0,2016,6.466666666666666
2016-03-21_Pera Amarilla 2_VAP_V02_15_0.32,17,768.0,2016,6.533333333333334
2016-03-21_Pera Amarilla 2_VAP_V02_15_0.32,18,720.0,2016,8.0
2016-03-21_Pera Amarilla 2_VAP_V02_15_0.32,19,832.0,2016,5.6
2016-03-21_Pera Amarilla 3_VAP_V02_19_0.04,13,64.0,2016,6.5
2016-03-21_Pera Amarilla 3_VAP_V02_19_0.04,14,80.0,2016,6.5
2016-03-21_Pera Amarilla 3_VAP_V02_19_0.04,15,48.0,2016,6.5
2016-03-21_Pera Amarilla 3_VAP_V02_19_0.04,16,320.0,2016,7.0
2016-03-21_Pera Amarilla 3_VAP_V02_23_0.13,11,32.0,2016,6.5
2016-03-21_Pera Amarilla 3_VAP_V02_23_0.13,12,272.0,2016,6.5
2016-03-21_Pera Amarilla 3_VAP_V02_23_0.13,13,224.0,2016,6.5
2016-03-21_Pera Amarilla 3_VAP_V02_23_0.13,14,336.0,2016,6.5
2016-03-21_Pera Amarilla 3_VAP_V02_23_0.13,15,608.0,2016,6.5
2016-03-21_Pera Amarilla 3_VAP_V02_23_0.13,16,640.0,2016,5.4
2016-03-21_Pera Amarilla 3_VAP_V02_23_0.13,17,272.0,2016,7.0
2016-03-21_Pera Amarilla 3_VAP_V02_23_0.13,18,496.0,2016,5.1
2016-03-21_Pera Amarilla 3_VAP_V02_23_0.13,19,160.0,2016,5.4
2016-03-21_Pera Roja_VAP_V02_15_0.08,12,112.0,2016,6.5
2016-03-21_Pera Roja_VAP_V02_15_0.08,13,96.0,2016,6.5
2016-03-21_Pera Roja_VAP_V02_15_0.08,14,128.0,2016,5.6
2016-03-21_Pera Roja_VAP_V02_15_0.08,15,224.0,2016,6.5
2016-03-21_Pera Roja_VAP_V02_15_0.08,16,240.0,2016,7.0
2016-03-21_Pera Roja_VAP_V02_15_0.08,17,224.0,2016,7.0
2016-03-21_Pera Roja_VAP_V02_15_0.08,18,336.0,2016,7.0
2016-03-21_Pera Roja_VAP_V02_19_0.31,10,64.0,2016,6.0
2016-03-21_Pera Roja_VAP_V02_19_0.31,11,32.0,2016,6.5
2016-03-21_Pera Roja_VAP_V02_19_0.31,13,368.0,2016,6.5
2016-03-21_Pera Roja_VAP_V02_19_0.31,14,1568.0,2016,6.5
2016-03-21_Pera Roja_VAP_V02_19_0.31,15,1088.0,2016,6.5
2016-03-21_Pera Roja_VAP_V02_19_0.31,16,3616.0,2016,6.2
2016-03-21_Pera Roja_VAP_V02_19_0.31,17,1520.0,2016,7.0
2016-03-21_Pera Roja_VAP_V02_19_0.31,18,848.0,2016,6.2
2016-03-22_Amsterdam_VAP_V02_12_0.03,12,352.0,2016,6.5
2016-03-22_Amsterdam_VAP_V02_12_0.03,14,608.0,2016,7.0
2016-03-22_Amsterdam_VAP_V02_12_0.03,15,560.0,2016,7.0
2016-03-22_Amsterdam_VAP_V02_12_0.03,16,192.0,2016,9.0
2016-03-22_Amsterdam_VAP_V02_12_0.03,17,1664.0,2016,7.25
2016-03-22_Amsterdam_VAP_V02_16_0.33,12,96.0,2016,6.5
2016-03-22_Amsterdam_VAP_V02_16_0.33,13,1328.0,2016,6.5
2016-03-22_Amsterdam_VAP_V02_16_0.33,14,1472.0,2016,7.0
2016-03-22_Amsterdam_VAP_V02_16_0.33,16,5888.0,2016,7.933333333333334
2016-03-22_Amsterdam_VAP_V02_16_0.33,17,560.0,2016,8.5
2016-03-22_Amsterdam_VAP_V02_16_0.33,18,7920.0,2016,6.05
2016-03-22_Ftm9733_VAP_V02_12_0.45,11,128.0,2016,6.5
2016-03-22_Ftm9733_VAP_V02_12_0.45,12,480.0,2016,6.5
2016-03-22_Ftm9733_VAP_V02_12_0.45,13,1152.0,2016,6.0
2016-03-22_Ftm9733_VAP_V02_12_0.45,14,4160.0,2016,7.2
2016-03-22_Ftm9733_VAP_V02_12_0.45,15,3920.0,2016,7.333333333333333
2016-03-22_Ftm9733_VAP_V02_12_0.45,16,1600.0,2016,8.5
2016-03-22_Ftm9733_VAP_V02_12_0.45,18,2176.0,2016,7.5
2016-03-22_Ftm9733_VAP_V02_28_0.6,10,240.0,2016,6.5
2016-03-22_Ftm9733_VAP_V02_28_0.6,11,192.0,2016,6.5
2016-03-22_Ftm9733_VAP_V02_28_0.6,12,512.0,2016,6.625
2016-03-22_Ftm9733_VAP_V02_28_0.6,13,1024.0,2016,6.8
2016-03-22_Ftm9733_VAP_V02_28_0.6,14,5424.0,2016,7.1
2016-03-22_Ftm9733_VAP_V02_28_0.6,15,3776.0,2016,7.166666666666667
2016-03-22_Ftm9733_VAP_V02_28_0.6,16,1728.0,2016,9.0
2016-03-22_Ftm9733_VAP_V02_28_0.6,17,4544.0,2016,7.333333333333333
2016-03-22_Ftm9733_VAP_V02_28_0.6,18,928.0,2016,7.3
2016-03-22_Honey Bunch_VAP_V02_23_0.02,11,16.0,2016,6.5
2016-03-22_Honey Bunch_VAP_V02_23_0.02,13,32.0,2016,6.5
2016-03-22_Honey Bunch_VAP_V02_23_0.02,14,64.0,2016,6.5
2016-03-22_Honey Bunch_VAP_V02_23_0.02,15,112.0,2016,6.5
2016-03-22_Honey Bunch_VAP_V02_23_0.02,16,240.0,2016,6.25
2016-03-22_Honey Bunch_VAP_V02_23_0.02,17,192.0,2016,8.5
2016-03-22_Honey Bunch_VAP_V02_23_0.02,18,48.0,2016,7.0
2016-03-22_Honey Bunch_VAP_V02_28_0.38,10,48.0,2016,6.0
2016-03-22_Honey Bunch_VAP_V02_28_0.38,11,64.0,2016,6.5
2016-03-22_Honey Bunch_VAP_V02_28_0.38,12,160.0,2016,6.5
2016-03-22_Honey Bunch_VAP_V02_28_0.38,13,288.0,2016,6.5
2016-03-22_Honey Bunch_VAP_V02_28_0.38,14,752.0,2016,6.5
2016-03-22_Honey Bunch_VAP_V02_28_0.38,15,1120.0,2016,6.75
2016-03-22_Honey Bunch_VAP_V02_28_0.38,16,464.0,2016,7.0
2016-03-22_Honey Bunch_VAP_V02_28_0.38,17,1344.0,2016,6.3
2016-03-22_Honey Bunch_VAP_V02_28_0.38,18,448.0,2016,5.4
2016-03-22_Honey Bunch_VAP_V02_28_0.38,19,352.0,2016,7.0
2016-03-22_Perla_VAP_V02_23_0.18,10,32.0,2016,7.0
2016-03-22_Perla_VAP_V02_23_0.18,11,32.0,2016,6.5
2016-03-22_Perla_VAP_V02_23_0.18,12,160.0,2016,6.5
2016-03-22_Perla_VAP_V02_23_0.18,13,400.0,2016,6.5
2016-03-22_Perla_VAP_V02_23_0.18,14,592.0,2016,6.75
2016-03-22_Perla_VAP_V02_23_0.18,15,224.0,2016,6.5
2016-03-22_Perla_VAP_V02_23_0.18,16,704.0,2016,6.2
2016-03-22_Perla_VAP_V02_23_0.18,17,384.0,2016,7.0
2016-03-22_Perla_VAP_V02_23_0.18,18,368.0,2016,5.4
2016-03-22_Perla_VAP_V02_23_0.18,19,80.0,2016,5.1
2016-03-22_Prolyco_VAP_V02_27_0.16,12,752.0,2016,6.5
2016-03-22_Tymoty_VAP_V02_23_0.06,13,352.0,2016,6.5
2016-03-22_Tymoty_VAP_V02_23_0.06,14,912.0,2016,6.5
2016-03-22_Tymoty_VAP_V02_23_0.06,15,1120.0,2016,6.75
2016-03-22_Tymoty_VAP_V02_23_0.06,16,32.0,2016,8.0
2016-03-22_Tymoty_VAP_V02_23_0.06,17,448.0,2016,7.0
2016-03-22_Tymoty_VAP_V02_23_0.06,18,768.0,2016,7.0
2016-03-22_Tymoty_VAP_V02_27_0.91,11,1200.0,2016,6.5
2016-03-22_Tymoty_VAP_V02_27_0.91,12,1072.0,2016,6.5
2016-03-22_Tymoty_VAP_V02_27_0.91,13,4272.0,2016,6.5
2016-03-22_Tymoty_VAP_V02_27_0.91,14,10592.0,2016,6.5
2016-03-22_Tymoty_VAP_V02_27_0.91,15,10256.0,2016,6.7
2016-03-22_Tymoty_VAP_V02_27_0.91,16,10096.0,2016,7.275
2016-03-22_Tymoty_VAP_V02_27_0.91,17,13248.0,2016,7.066666666666666
2016-03-22_Tymoty_VAP_V02_27_0.91,18,11120.0,2016,7.58
2016-03-29_Amsterdam_SFB_S12_6_0.52,12,672.0,2016,6.5
2016-03-29_Amsterdam_SFB_S12_6_0.52,13,736.0,2016,7.0
2016-03-29_Amsterdam_SFB_S12_6_0.52,14,2000.0,2016,7.5
2016-03-29_Amsterdam_SFB_S12_6_0.52,15,3792.0,2016,7.0
2016-03-29_Amsterdam_SFB_S12_6_0.52,16,6000.0,2016,9.0
2016-03-29_Amsterdam_SFB_S12_6_0.52,17,10240.0,2016,8.5
2016-03-29_Amsterdam_SFB_S12_6_0.52,18,6672.0,2016,7.75
2016-03-29_Amsterdam_SFB_S12_6_0.52,19,7968.0,2016,8.25
2016-03-29_Amsterdam_SFB_S12_7_0.37,15,1168.0,2016,8.0
2016-03-29_Amsterdam_SFB_S12_7_0.37,16,3824.0,2016,9.0
2016-03-29_Amsterdam_SFB_S12_7_0.37,17,5872.0,2016,8.5
2016-03-29_Amsterdam_SFB_S12_7_0.37,18,8160.0,2016,9.5
2016-03-29_Amsterdam_SFB_S12_7_0.37,19,6896.0,2016,9.0
2016-03-29_Amsterdam_SFB_S12_7_0.37,20,2208.0,2016,8.0
2016-03-29_Ftm9733_SFB_S12_7_0.15,16,2064.0,2016,6.5
2016-03-29_Ftm9733_SFB_S12_7_0.15,19,576.0,2016,8.0
2016-03-30_Tymoty_SFB_S12_8_0.45,12,608.0,2016,6.5
2016-03-30_Tymoty_SFB_S12_8_0.45,13,384.0,2016,6.5
2016-03-30_Tymoty_SFB_S12_8_0.45,14,528.0,2016,7.0
2016-03-30_Tymoty_SFB_S12_8_0.45,15,2960.0,2016,7.333333333333333
2016-03-30_Tymoty_SFB_S12_8_0.45,16,4000.0,2016,7.5
2016-03-30_Tymoty_SFB_S12_8_0.45,17,12176.0,2016,6.766666666666667
2016-03-30_Tymoty_SFB_S12_8_0.45,18,5608.0,2016,8.833333333333334
2016-03-30_Tymoty_SFB_S12_8_0.45,19,9120.0,2016,7.35
2016-03-31_Honey Bunch_SFB_S12_9_0.05,15,192.0,2016,7.0
2016-03-31_Honey Bunch_SFB_S12_9_0.05,16,288.0,2016,6.75
2016-03-31_Pera Amarilla 2_SFB_S12_9_0.09,15,144.0,2016,7.0
2016-03-31_Pera Amarilla 2_SFB_S12_9_0.09,16,480.0,2016,7.0
2016-03-31_Pera Amarilla 2_SFB_S12_9_0.09,20,768.0,2016,7.0
2016-03-31_Pera Roja_SFB_S12_9_0.05,14,16.0,2016,6.5
2016-03-31_Pera Roja_SFB_S12_9_0.05,15,288.0,2016,7.0
2016-03-31_Pera Roja_SFB_S12_9_0.05,16,992.0,2016,7.75
2016-03-31_Pera Roja_SFB_S12_9_0.05,17,48.0,2016,5.4
2016-04-01_Amaí_VAP_V02_20_0.58,10,416.0,2016,7.0
2016-04-01_Amaí_VAP_V02_20_0.58,11,720.0,2016,6.25
2016-04-01_Amaí_VAP_V02_20_0.58,12,1248.0,2016,6.5
2016-04-01_Amaí_VAP_V02_20_0.58,13,3488.0,2016,7.0
2016-04-01_Amaí_VAP_V02_20_0.58,14,5072.0,2016,8.0
2016-04-01_Amaí_VAP_V02_20_0.58,15,3392.0,2016,8.5
2016-04-01_Amaí_VAP_V02_20_0.58,16,2880.0,2016,9.5
2016-04-01_Amaí_VAP_V02_20_0.58,17,2560.0,2016,7.1000000000000005
2016-04-01_Amaí_VAP_V02_24_0.29,11,288.0,2016,6.5
2016-04-01_Amaí_VAP_V02_24_0.29,13,4112.0,2016,6.975
2016-04-01_Amaí_VAP_V02_24_0.29,14,1376.0,2016,7.5
2016-04-01_Amaí_VAP_V02_24_0.29,15,4400.0,2016,9.0
2016-04-01_Amaí_VAP_V02_24_0.29,16,4880.0,2016,8.5
2016-04-01_Amaí_VAP_V02_24_0.29,17,4736.0,2016,7.95
2016-04-01_Amsterdam_VAP_V02_16_0.38,10,112.0,2016,6.5
2016-04-01_Amsterdam_VAP_V02_16_0.38,13,800.0,2016,7.0
2016-04-01_Amsterdam_VAP_V02_16_0.38,14,3520.0,2016,7.0
2016-04-01_Amsterdam_VAP_V02_16_0.38,15,4576.0,2016,9.0
2016-04-01_Amsterdam_VAP_V02_16_0.38,16,4320.0,2016,8.5
2016-04-01_Amsterdam_VAP_V02_16_0.38,17,880.0,2016,9.5
